<timestamp>|<CAN_ID>|<direction>|<type>|<DLC>|<data_bytes>
98.457073|214|Rx|d|2|0000
98.463069|5df|Rx|d|3|009500
98.471065|1b0|Rx|d|4|FF00FFC0
98.471065|657|Rx|d|2|C0CC
98.477063|211|Rx|d|8|8200FFFFA90000D0
98.477063|214|Rx|d|2|0000
98.483057|4ac|Rx|d|5|83742A0080
98.483057|45c|Rx|d|6|00000000FFE0
98.483057|4f8|Rx|d|8|94C0000000000000
98.491052|1b0|Rx|d|4|FF00FFC0
98.497049|211|Rx|d|8|8200FFFFA90000D0
98.497049|214|Rx|d|2|0000
98.505044|3b7|Rx|d|6|00007FC000C0
98.511039|1b0|Rx|d|4|FF00FFC0
98.517036|646|Rx|d|8|000000020000000C
98.517036|211|Rx|d|8|8200FFFFA90000D0
98.517036|214|Rx|d|2|0000
98.517036|218|Rx|d|1|98
98.517036|4fa|Rx|d|2|0800
98.517036|671|Rx|d|2|0200
98.531028|350|Rx|d|8|C02F3AF11870A489
98.531028|1b0|Rx|d|4|FF00FFC0
98.531028|4de|Rx|d|3|C00000
98.531028|55d|Rx|d|8|00FC50C090800000
98.537024|211|Rx|d|8|8200FFFFA90000D0
98.537024|214|Rx|d|2|0000
98.551015|1b0|Rx|d|4|FF00FFC0
98.551015|5de|Rx|d|8|0000000000000002
98.557014|211|Rx|d|8|8200FFFFA90000D0
98.557014|214|Rx|d|2|0000
98.563008|5df|Rx|d|3|009500
98.583883|1b0|Rx|d|4|FF00FFC0
98.583883|657|Rx|d|2|C0CC
98.583883|211|Rx|d|8|8200FFFFA90000D0
98.583883|214|Rx|d|2|0000
98.583883|4ac|Rx|d|5|83742A0080
98.583883|45c|Rx|d|6|00000000FFE0
98.583883|4f8|Rx|d|8|94C0000000000000
98.614050|1b0|Rx|d|4|FF00FFC0
98.614050|211|Rx|d|8|8200FFFFA90000D0
98.614050|214|Rx|d|2|0000
98.614050|3b7|Rx|d|6|00007FC000C0
98.614050|1b0|Rx|d|4|FF00FFC0
98.643776|211|Rx|d|8|8200FFFFA90000D0
98.643776|214|Rx|d|2|0000
98.643776|218|Rx|d|1|98
98.643776|4fa|Rx|d|2|0800
98.643776|671|Rx|d|2|0200
98.643776|350|Rx|d|8|C02F3AF11870A489
98.643776|1b0|Rx|d|4|FF00FFC0
98.643776|4de|Rx|d|3|C00000
98.643776|55d|Rx|d|8|00FC50C090800000
98.643776|211|Rx|d|8|8200FFFFA90000D0
98.643776|214|Rx|d|2|0000
98.662026|1b0|Rx|d|4|FF00FFC0
98.662026|5de|Rx|d|8|0000000000000002
98.662026|211|Rx|d|8|8200FFFFA90000D0
98.662026|214|Rx|d|2|0000
98.662026|5df|Rx|d|3|009500
98.681998|1b0|Rx|d|4|FF00FFC0
98.681998|657|Rx|d|2|C0CC
98.684030|211|Rx|d|8|8200FFFFA90000D0
98.684030|214|Rx|d|2|0000
98.684030|4ac|Rx|d|5|83742A0080
98.684030|45c|Rx|d|6|00000000FFE0
98.688170|4f8|Rx|d|8|94C0000000000000
98.688170|1b0|Rx|d|4|FF00FFC0
98.698162|211|Rx|d|8|8200FFFFA90000D0
98.698162|214|Rx|d|2|0000
98.706158|3b7|Rx|d|6|00007FC000C0
98.712153|1b0|Rx|d|4|FF00FFC0
98.718151|211|Rx|d|8|8200FFFFA90000D0
98.718151|214|Rx|d|2|0000
98.718151|218|Rx|d|1|98
98.718151|4fa|Rx|d|2|0800
98.718151|671|Rx|d|2|0200
98.730142|350|Rx|d|8|C02F3AF11870A489
98.730142|1b0|Rx|d|4|FF00FFC0
98.730142|4de|Rx|d|3|C00000
98.730142|55d|Rx|d|8|00FC50C090800000
98.738138|211|Rx|d|8|8200FFFFA90000D0
98.738138|214|Rx|d|2|0000
98.750130|1b0|Rx|d|4|FF00FFC0
98.750130|5de|Rx|d|8|0000000000000002
98.758125|211|Rx|d|8|8200FFFFA90000D0
98.758125|214|Rx|d|2|0000
98.758125|5df|Rx|d|3|009500
98.770119|1b0|Rx|d|4|FF00FFC0
98.770119|657|Rx|d|2|C0CC
98.778113|211|Rx|d|8|8200FFFFA90000D0
98.778113|214|Rx|d|2|0000
98.778113|4ac|Rx|d|5|83742A0080
98.778113|45c|Rx|d|6|00000000FFE0
98.786109|4f8|Rx|d|8|94C0000000000000
98.792105|1b0|Rx|d|4|FF00FFC0
98.798101|211|Rx|d|8|8200FFFFA90000D0
98.798101|214|Rx|d|2|0000
98.808976|3b7|Rx|d|6|00007FC000C0
98.808976|1b0|Rx|d|4|FF00FFC0
98.824053|211|Rx|d|8|8200FFFFA90000D0
98.824053|214|Rx|d|2|0000
98.824053|218|Rx|d|1|98
98.824053|4fa|Rx|d|2|0800
98.824053|671|Rx|d|2|0200
98.838817|350|Rx|d|8|C02F3AF11870A489
98.838817|1b0|Rx|d|4|FF00FFC0
98.838817|4de|Rx|d|3|C00000
98.838817|55d|Rx|d|8|00FC50C090800000
98.838817|211|Rx|d|8|8200FFFFA90000D0
98.838817|214|Rx|d|2|0000
98.853964|1b0|Rx|d|4|FF00FFC0
98.853964|5de|Rx|d|8|0000000000000002
98.862000|211|Rx|d|8|8200FFFFA90000D0
98.862000|214|Rx|d|2|0000
98.862000|5df|Rx|d|3|009500
98.874067|1b0|Rx|d|4|FF00FFC0
98.874067|657|Rx|d|2|C0CC
98.889128|211|Rx|d|8|8200FFFFA90000D0
98.889128|214|Rx|d|2|0000
98.889128|4ac|Rx|d|5|83742A0080
98.889128|45c|Rx|d|6|00000000FFE0
98.893661|4f8|Rx|d|8|94C0000000000000
98.893661|1b0|Rx|d|4|FF00FFC0
98.903761|211|Rx|d|8|8200FFFFA90000D0
98.903761|214|Rx|d|2|0000
98.908767|3b7|Rx|d|6|00007FC000C0
98.908767|1b0|Rx|d|4|FF00FFC0
98.922022|211|Rx|d|8|8200FFFFA90000D0
98.922022|214|Rx|d|2|0000
98.922022|218|Rx|d|1|98
98.922022|4fa|Rx|d|2|0800
98.922022|671|Rx|d|2|0200
98.934013|350|Rx|d|8|C02F3AF11870A489
98.934013|1b0|Rx|d|4|FF00FFC0
98.934013|4de|Rx|d|3|C00000
98.934013|55d|Rx|d|8|00FC50C090800000
98.951613|211|Rx|d|8|8200FFFFA90000D0
98.951613|214|Rx|d|2|0000
98.951613|1b0|Rx|d|4|FF00FFC0
98.951613|5de|Rx|d|8|0000000000000002
98.962217|211|Rx|d|8|8200FFFFA90000D0
98.962217|214|Rx|d|2|0000
98.962217|5df|Rx|d|3|009500
98.973814|1b0|Rx|d|4|FF00FFC0
98.973814|657|Rx|d|2|C0CC
98.993654|211|Rx|d|8|8200FFFFA90000D0
98.993654|214|Rx|d|2|0000
98.993654|4ac|Rx|d|5|83742A0080
98.993654|45c|Rx|d|6|00000000FFE0
98.993654|4f8|Rx|d|8|94C0000000000000
98.993654|1b0|Rx|d|4|FF00FFC0
98.993654|6fb|Rx|d|8|0F03FF00FF0000FF
99.019059|211|Rx|d|8|8200FFFFA90000D0
99.019059|214|Rx|d|2|0000
99.019059|3b7|Rx|d|6|00007FC000C0
99.019059|1b0|Rx|d|4|FF00FFC0
99.019059|646|Rx|d|8|000000020000000C
99.019059|211|Rx|d|8|8200FFFFA90000D0
99.019059|214|Rx|d|2|0000
99.019059|218|Rx|d|1|98
99.019059|4fa|Rx|d|2|0800
99.019059|671|Rx|d|2|0200
99.034286|5ce|Rx|d|3|FEFF00
99.034286|350|Rx|d|8|C02F3AF11870A489
99.034286|1b0|Rx|d|4|FF00FFC0
99.034286|4de|Rx|d|3|C00000
99.034286|55d|Rx|d|8|00FC50C090800000
99.044055|211|Rx|d|8|8200FFFFA90000D0
99.044055|214|Rx|d|2|0000
99.050488|1b0|Rx|d|4|FF00FFC0
99.050488|5de|Rx|d|8|0000000000000002
99.058483|211|Rx|d|8|8200FFFFA90000D0
99.058483|214|Rx|d|2|0000
99.058483|5df|Rx|d|3|009500
99.069989|1b0|Rx|d|4|FF00FFC0
99.069989|657|Rx|d|2|C0CC
99.077984|211|Rx|d|8|8200FFFFA90000D0
99.077984|214|Rx|d|2|0000
99.077984|4ac|Rx|d|5|83742A0080
99.077984|45c|Rx|d|6|00000000FFE0
99.085980|4f8|Rx|d|8|94C0000000000000
99.091975|1b0|Rx|d|4|FF00FFC0
99.097972|211|Rx|d|8|8200FFFFA90000D0
99.097972|214|Rx|d|2|0000
99.105967|3b7|Rx|d|6|00007FC000C0
99.111963|1b0|Rx|d|4|FF00FFC0
99.117960|211|Rx|d|8|8200FFFFA90000D0
99.117960|214|Rx|d|2|0000
99.117960|218|Rx|d|1|98
99.117960|4fa|Rx|d|2|0800
99.117960|671|Rx|d|2|0200
99.129952|350|Rx|d|8|C02F3AF11870A489
99.129952|1b0|Rx|d|4|FF00FFC0
99.129952|4de|Rx|d|3|C00000
99.129952|55d|Rx|d|8|00FC50C090800000
99.137949|211|Rx|d|8|8200FFFFA90000D0
99.137949|214|Rx|d|2|0000
99.149943|1b0|Rx|d|4|FF00FFC0
99.149943|5de|Rx|d|8|0000000000000002
99.157935|211|Rx|d|8|8200FFFFA90000D0
99.157935|214|Rx|d|2|0000
99.157935|5df|Rx|d|3|009500
99.183404|1b0|Rx|d|4|FF00FFC0
99.183404|657|Rx|d|2|C0CC
99.183404|69f|Rx|d|4|0650859F
99.183404|211|Rx|d|8|8200FFFFA90000D0
99.183404|214|Rx|d|2|0000
99.183404|4ac|Rx|d|5|83742A0080
99.183404|45c|Rx|d|6|00000000FFE0
99.183404|4f8|Rx|d|8|94C0000000000000
99.203916|1b0|Rx|d|4|FF00FFC0
99.203916|211|Rx|d|8|8200FFFFA90000D0
99.203916|214|Rx|d|2|0000
99.203916|3b7|Rx|d|6|00007FC000C0
99.223420|1b0|Rx|d|4|FF00FFC0
99.223420|211|Rx|d|8|8200FFFFA90000D0
99.223420|214|Rx|d|2|0000
99.223420|218|Rx|d|1|98
99.223420|4fa|Rx|d|2|0800
99.223420|671|Rx|d|2|0200
99.243952|350|Rx|d|8|C02F3AF11870A489
99.243952|1b0|Rx|d|4|FF00FFC0
99.243952|4de|Rx|d|3|C00000
99.243952|55d|Rx|d|8|00FC50C090800000
99.243952|211|Rx|d|8|8200FFFFA90000D0
99.243952|214|Rx|d|2|0000
99.259061|1b0|Rx|d|4|FF00FFC0
99.259061|5de|Rx|d|8|0000000000000002
99.259061|211|Rx|d|8|8200FFFFA90000D0
99.259061|214|Rx|d|2|0000
99.259061|5df|Rx|d|3|009500
99.276093|1b0|Rx|d|4|FF00FFC0
99.276093|657|Rx|d|2|C0CC
99.276093|211|Rx|d|8|8200FFFFA90000D0
99.276093|214|Rx|d|2|0000
99.283645|4ac|Rx|d|5|83742A0080
99.283645|45c|Rx|d|6|00000000FFE0
99.283645|4f8|Rx|d|8|94C0000000000000
99.289640|1b0|Rx|d|4|FF00FFC0
99.297636|211|Rx|d|8|8200FFFFA90000D0
99.297636|214|Rx|d|2|0000
99.305632|3b7|Rx|d|6|00007FC000C0
99.311628|1b0|Rx|d|4|FF00FFC0
99.317624|211|Rx|d|8|8200FFFFA90000D0
99.317624|214|Rx|d|2|0000
99.317624|218|Rx|d|1|98
99.317624|4fa|Rx|d|2|0800
99.317624|671|Rx|d|2|0200
99.331615|350|Rx|d|8|C02F3AF11870A489
99.331615|1b0|Rx|d|4|FF00FFC0
99.331615|4de|Rx|d|3|C00000
99.331615|55d|Rx|d|8|00FC50C090800000
99.337612|211|Rx|d|8|8200FFFFA90000D0
99.337612|214|Rx|d|2|0000
99.351603|1b0|Rx|d|4|FF00FFC0
99.351603|5de|Rx|d|8|0000000000000002
99.357603|211|Rx|d|8|8200FFFFA90000D0
99.357603|214|Rx|d|2|0000
99.357603|5df|Rx|d|3|009500
99.369905|1b0|Rx|d|4|FF00FFC0
99.369905|657|Rx|d|2|C0CC
99.377900|211|Rx|d|8|8200FFFFA90000D0
99.377900|214|Rx|d|2|0000
99.379900|4ac|Rx|d|5|83742A0080
99.379900|45c|Rx|d|6|00000000FFE0
99.385896|4f8|Rx|d|8|94C0000000000000
99.391891|1b0|Rx|d|4|FF00FFC0
99.411436|211|Rx|d|8|8200FFFFA90000D0
99.411436|214|Rx|d|2|0000
99.411436|3b7|Rx|d|6|00007FC000C0
99.411436|1b0|Rx|d|4|FF00FFC0
99.424050|211|Rx|d|8|8200FFFFA90000D0
99.424050|214|Rx|d|2|0000
99.424050|218|Rx|d|1|98
99.424050|4fa|Rx|d|2|0800
99.424050|671|Rx|d|2|0200
99.441506|350|Rx|d|8|C02F3AF11870A489
99.441506|1b0|Rx|d|4|FF00FFC0
99.441506|4de|Rx|d|3|C00000
99.441506|55d|Rx|d|8|00FC50C090800000
99.441506|211|Rx|d|8|8200FFFFA90000D0
99.441506|214|Rx|d|2|0000
99.462477|1b0|Rx|d|4|FF00FFC0
99.462477|5de|Rx|d|8|0000000000000002
99.462477|211|Rx|d|8|8200FFFFA90000D0
99.462477|214|Rx|d|2|0000
99.462477|5df|Rx|d|3|009500
99.481571|1b0|Rx|d|4|FF00FFC0
99.481571|657|Rx|d|2|C0CC
99.481571|211|Rx|d|8|8200FFFFA90000D0
99.481571|214|Rx|d|2|0000
99.481571|4ac|Rx|d|5|83742A0080
99.481571|45c|Rx|d|6|00000000FFE0
99.505567|4f8|Rx|d|8|94C0000000000000
99.505567|1b0|Rx|d|4|FF00FFC0
99.505567|211|Rx|d|8|8200FFFFA90000D0
99.505567|214|Rx|d|2|0000
99.505567|3b7|Rx|d|6|00007FC000C0
99.519002|1b0|Rx|d|4|FF00FFC0
99.519002|646|Rx|d|8|000000020000000C
99.519002|211|Rx|d|8|8200FFFFA90000D0
99.519002|214|Rx|d|2|0000
99.519002|218|Rx|d|1|98
99.519002|4fa|Rx|d|2|0800
99.519002|671|Rx|d|2|0200
99.538704|350|Rx|d|8|C02F3AF11870A489
99.538704|1b0|Rx|d|4|FF00FFC0
99.538704|4de|Rx|d|3|C00000
99.538704|55d|Rx|d|8|00FC50C090800000
99.543782|211|Rx|d|8|8200FFFFA90000D0
99.543782|214|Rx|d|2|0000
99.558994|1b0|Rx|d|4|FF00FFC0
99.558994|5de|Rx|d|8|0000000000000002
99.562523|211|Rx|d|8|8200FFFFA90000D0
99.562523|214|Rx|d|2|0000
99.562523|5df|Rx|d|3|009500
99.581757|1b0|Rx|d|4|FF00FFC0
99.581757|657|Rx|d|2|C0CC
99.583785|211|Rx|d|8|8200FFFFA90000D0
99.583785|214|Rx|d|2|0000
99.583785|4ac|Rx|d|5|83742A0080
99.583785|45c|Rx|d|6|00000000FFE0
99.583785|4f8|Rx|d|8|94C0000000000000
99.613947|1b0|Rx|d|4|FF00FFC0
99.613947|211|Rx|d|8|8200FFFFA90000D0
99.613947|214|Rx|d|2|0000
99.613947|3b7|Rx|d|6|00007FC000C0
99.613947|1b0|Rx|d|4|FF00FFC0
99.634119|211|Rx|d|8|8200FFFFA90000D0
99.634119|214|Rx|d|2|0000
99.634119|218|Rx|d|1|98
99.634119|4fa|Rx|d|2|0800
99.634119|671|Rx|d|2|0200
99.634119|350|Rx|d|8|C02F3AF11870A489
99.634119|1b0|Rx|d|4|FF00FFC0
99.634119|4de|Rx|d|3|C00000
99.634119|55d|Rx|d|8|00FC50C090800000
99.653955|211|Rx|d|8|8200FFFFA90000D0
99.653955|214|Rx|d|2|0000
99.653955|1b0|Rx|d|4|FF00FFC0
99.653955|5de|Rx|d|8|0000000000000002
99.668809|211|Rx|d|8|8200FFFFA90000D0
99.668809|214|Rx|d|2|0000
99.668809|5df|Rx|d|3|009500
99.673870|1b0|Rx|d|4|FF00FFC0
99.673870|657|Rx|d|2|C0CC
99.683944|211|Rx|d|8|8200FFFFA90000D0
99.683944|214|Rx|d|2|0000
99.683944|4ac|Rx|d|5|83742A0080
99.683944|45c|Rx|d|6|00000000FFE0
99.693855|4f8|Rx|d|8|94C0000000000000
99.704097|1b0|Rx|d|4|FF00FFC0
99.709103|211|Rx|d|8|8200FFFFA90000D0
99.709103|214|Rx|d|2|0000
99.709103|3b7|Rx|d|6|00007FC000C0
99.709103|1b0|Rx|d|4|FF00FFC0
99.728718|211|Rx|d|8|8200FFFFA90000D0
99.728718|214|Rx|d|2|0000
99.728718|218|Rx|d|1|98
99.728718|4fa|Rx|d|2|0800
99.728718|671|Rx|d|2|0200
99.728718|350|Rx|d|8|C02F3AF11870A489
99.728718|1b0|Rx|d|4|FF00FFC0
99.728718|4de|Rx|d|3|C00000
99.728718|55d|Rx|d|8|00FC50C090800000
99.742894|211|Rx|d|8|8200FFFFA90000D0
99.742894|214|Rx|d|2|0000
99.753984|1b0|Rx|d|4|FF00FFC0
99.753984|5de|Rx|d|8|0000000000000002
99.763878|211|Rx|d|8|8200FFFFA90000D0
99.763878|214|Rx|d|2|0000
99.763878|5df|Rx|d|3|009500
99.784153|1b0|Rx|d|4|FF00FFC0
99.784153|657|Rx|d|2|C0CC
99.784153|211|Rx|d|8|8200FFFFA90000D0
99.784153|214|Rx|d|2|0000
99.784153|4ac|Rx|d|5|83742A0080
99.784153|45c|Rx|d|6|00000000FFE0
99.784153|4f8|Rx|d|8|94C0000000000000
99.804147|1b0|Rx|d|4|FF00FFC0
99.804147|211|Rx|d|8|8200FFFFA90000D0
99.804147|214|Rx|d|2|0000
99.804147|3b7|Rx|d|6|00007FC000C0
99.822957|1b0|Rx|d|4|FF00FFC0
99.822957|211|Rx|d|8|8200FFFFA90000D0
99.822957|214|Rx|d|2|0000
99.822957|218|Rx|d|1|98
99.822957|4fa|Rx|d|2|0800
99.822957|671|Rx|d|2|0200
99.843774|350|Rx|d|8|C02F3AF11870A489
99.843774|1b0|Rx|d|4|FF00FFC0
99.843774|4de|Rx|d|3|C00000
99.843774|55d|Rx|d|8|00FC50C090800000
99.843774|211|Rx|d|8|8200FFFFA90000D0
99.843774|214|Rx|d|2|0000
99.856353|1b0|Rx|d|4|FF00FFC0
99.856353|5de|Rx|d|8|0000000000000002
99.862998|211|Rx|d|8|8200FFFFA90000D0
99.862998|214|Rx|d|2|0000
99.869044|5df|Rx|d|3|009500
99.874130|1b0|Rx|d|4|FF00FFC0
99.874130|657|Rx|d|2|C0CC
99.878994|211|Rx|d|8|8200FFFFA90000D0
99.878994|214|Rx|d|2|0000
99.878994|4ac|Rx|d|5|83742A0080
99.878994|45c|Rx|d|6|00000000FFE0
99.894038|4f8|Rx|d|8|94C0000000000000
99.894038|1b0|Rx|d|4|FF00FFC0
99.894038|211|Rx|d|8|8200FFFFA90000D0
99.908987|214|Rx|d|2|0000
99.908987|3b7|Rx|d|6|00007FC000C0
99.908987|1b0|Rx|d|4|FF00FFC0
99.929201|211|Rx|d|8|8200FFFFA90000D0
99.929201|214|Rx|d|2|0000
99.929201|218|Rx|d|1|98
99.929201|4fa|Rx|d|2|0800
99.929201|671|Rx|d|2|0200
99.929201|350|Rx|d|8|C02F3AF11870A489
99.929201|1b0|Rx|d|4|FF00FFC0
99.929201|4de|Rx|d|3|C00000
99.929201|55d|Rx|d|8|00FC50C090800000
99.943828|211|Rx|d|8|8200FFFFA90000D0
99.943828|214|Rx|d|2|0000
99.953876|1b0|Rx|d|4|FF00FFC0
99.953876|5de|Rx|d|8|0000000000000002
99.953876|211|Rx|d|8|8200FFFFA90000D0
99.965104|214|Rx|d|2|0000
99.965104|5df|Rx|d|3|009500
99.973166|1b0|Rx|d|4|FF00FFC0
99.973166|657|Rx|d|2|C0CC
99.979098|211|Rx|d|8|8200FFFFA90000D0
99.979098|214|Rx|d|2|0000
99.983144|4ac|Rx|d|5|83742A0080
99.983144|45c|Rx|d|6|00000000FFE0
99.985203|4f8|Rx|d|8|94C0000000000000
99.993756|1b0|Rx|d|4|FF00FFC0
99.995280|211|Rx|d|8|8200FFFFA90000D0
99.995280|214|Rx|d|2|0000
100.013267|3b7|Rx|d|6|00007FC000C0
100.013267|1b0|Rx|d|4|FF00FFC0
100.013267|646|Rx|d|8|000000020000000C
100.024105|211|Rx|d|8|8200FFFFA90000D0
100.024105|214|Rx|d|2|0000
100.024105|218|Rx|d|1|98
100.024105|4fa|Rx|d|2|0800
100.024105|671|Rx|d|2|0200
100.038976|350|Rx|d|8|C02F3AF11870A489
100.038976|1b0|Rx|d|4|FF00FFC0
100.038976|4de|Rx|d|3|C00000
100.038976|55d|Rx|d|8|00FC50C090800000
100.038976|211|Rx|d|8|8200FFFFA90000D0
100.038976|214|Rx|d|2|0000
100.064052|1b0|Rx|d|4|FF00FFC0
100.064052|5de|Rx|d|8|0000000000000002
100.064052|211|Rx|d|8|8200FFFFA90000D0
100.064052|214|Rx|d|2|0000
100.064052|5df|Rx|d|3|009500
100.088508|1b0|Rx|d|4|FF00FFC0
100.088508|657|Rx|d|2|C0CC
100.088508|211|Rx|d|8|8200FFFFA90000D0
100.088508|214|Rx|d|2|0000
100.088508|4ac|Rx|d|5|83752A0080
100.088508|45c|Rx|d|6|00000000FFE0
100.088508|4f8|Rx|d|8|94C0000000000000
100.088508|1b0|Rx|d|4|FF00FFC0
100.113749|211|Rx|d|8|8200FFFFA90000D0
100.113749|214|Rx|d|2|0000
100.113749|3b7|Rx|d|6|00007FC000C0
100.113749|1b0|Rx|d|4|FF00FFC0
100.134483|211|Rx|d|8|8200FFFFA90000D0
100.134483|214|Rx|d|2|0000
100.134483|218|Rx|d|1|98
100.134483|4fa|Rx|d|2|0800
100.134483|671|Rx|d|2|0200
100.134483|350|Rx|d|8|C02F3AF11870A489
100.134483|1b0|Rx|d|4|FF00FFC0
100.134483|4de|Rx|d|3|C00000
100.134483|55d|Rx|d|8|00FC50C090800000
100.154019|211|Rx|d|8|8200FFFFA90000D0
100.154019|214|Rx|d|2|0000
100.163999|1b0|Rx|d|4|FF00FFC0
100.163999|5de|Rx|d|8|0000000000000002
100.163999|211|Rx|d|8|8200FFFFA90000D0
100.163999|214|Rx|d|2|0000
100.163999|5df|Rx|d|3|009500
100.179102|1b0|Rx|d|4|FF00FFC0
100.179102|657|Rx|d|2|C0CC
100.179102|69f|Rx|d|4|0650859F
100.179102|211|Rx|d|8|8200FFFFA90000D0
100.179102|214|Rx|d|2|0000
100.179102|4ac|Rx|d|5|83742A0080
100.179102|45c|Rx|d|6|00000000FFE0
100.204187|4f8|Rx|d|8|94C0000000000000
100.204187|1b0|Rx|d|4|FF00FFC0
100.204187|211|Rx|d|8|8200FFFFA90000D0
100.204187|214|Rx|d|2|0000
100.204187|3b7|Rx|d|6|00007FC000C0
100.218955|1b0|Rx|d|4|FF00FFC0
100.218955|211|Rx|d|8|8200FFFFA90000D0
100.218955|214|Rx|d|2|0000
100.218955|218|Rx|d|1|98
100.218955|4fa|Rx|d|2|0800
100.218955|671|Rx|d|2|0200
100.234019|350|Rx|d|8|C02F3AF11870A489
100.234019|1b0|Rx|d|4|FF00FFC0
100.234019|4de|Rx|d|3|C00000
100.234019|55d|Rx|d|8|00FC50C090800000
100.251175|211|Rx|d|8|8200FFFFA90000D0
100.251175|214|Rx|d|2|0000
100.253892|1b0|Rx|d|4|FF00FFC0
100.253892|5de|Rx|d|8|0000000000000002
100.274148|211|Rx|d|8|8200FFFFA90000D0
100.274148|214|Rx|d|2|0000
100.274148|5df|Rx|d|3|009500
100.284513|1b0|Rx|d|4|FF00FFC0
100.284513|657|Rx|d|2|C0CC
100.284513|211|Rx|d|8|8200FFFFA90000D0
100.284513|214|Rx|d|2|0000
100.284513|4ac|Rx|d|5|83742A0080
100.284513|45c|Rx|d|6|00000000FFE0
100.284513|4f8|Rx|d|8|94C0000000000000
100.313888|1b0|Rx|d|4|FF00FFC0
100.313888|211|Rx|d|8|8200FFFFA90000D0
100.313888|214|Rx|d|2|0000
100.313888|3b7|Rx|d|6|00007FC000C0
100.313888|1b0|Rx|d|4|FF00FFC0
100.333957|211|Rx|d|8|8200FFFFA90000D0
100.333957|214|Rx|d|2|0000
100.333957|218|Rx|d|1|98
100.333957|4fa|Rx|d|2|0800
100.333957|671|Rx|d|2|0200
100.333957|350|Rx|d|8|C02F3AF11870A489
100.333957|1b0|Rx|d|4|FF00FFC0
100.333957|4de|Rx|d|3|C00000
100.333957|55d|Rx|d|8|00FC50C090800000
100.351139|211|Rx|d|8|8200FFFFA90000D0
100.351139|214|Rx|d|2|0000
100.351139|1b0|Rx|d|4|FF00FFC0
100.351139|5de|Rx|d|8|0000000000000002
100.368954|211|Rx|d|8|8200FFFFA90000D0
100.368954|214|Rx|d|2|0000
100.368954|5df|Rx|d|3|009500
100.368954|1b0|Rx|d|4|FF00FFC0
100.368954|657|Rx|d|2|C0CC
100.393991|211|Rx|d|8|8200FFFFA90000D0
100.393991|214|Rx|d|2|0000
100.393991|4ac|Rx|d|5|83742A0080
100.393991|45c|Rx|d|6|00000000FFE0
100.393991|4f8|Rx|d|8|94C0000000000000
100.393991|1b0|Rx|d|4|FF00FFC0
100.409048|211|Rx|d|8|8200FFFFA90000D0
100.409048|214|Rx|d|2|0000
100.409048|3b7|Rx|d|6|00007FC000C0
100.414383|1b0|Rx|d|4|FF00FFC0
100.424206|211|Rx|d|8|8200FFFFA90000D0
100.424206|214|Rx|d|2|0000
100.424206|218|Rx|d|1|98
100.424206|4fa|Rx|d|2|0800
100.424206|671|Rx|d|2|0200
100.442688|350|Rx|d|8|C02F3AF11870A489
100.442688|1b0|Rx|d|4|FF00FFC0
100.442688|4de|Rx|d|3|C00000
100.442688|55d|Rx|d|8|00FC50C090800000
100.442688|211|Rx|d|8|8200FFFFA90000D0
100.442688|214|Rx|d|2|0000
100.453961|1b0|Rx|d|4|FF00FFC0
100.453961|5de|Rx|d|8|0000000000000002
100.464006|211|Rx|d|8|8200FFFFA90000D0
100.464006|214|Rx|d|2|0000
100.464006|5df|Rx|d|3|009500
100.483878|1b0|Rx|d|4|FF00FFC0
100.483878|657|Rx|d|2|C0CC
100.483878|211|Rx|d|8|8200FFFFA90000D0
100.483878|214|Rx|d|2|0000
100.483878|4ac|Rx|d|5|83742A0080
100.483878|45c|Rx|d|6|00000000FFE0
100.483878|4f8|Rx|d|8|94C0000000000000
100.503655|1b0|Rx|d|4|FF00FFC0
100.514069|211|Rx|d|8|8200FFFFA90000D0
100.514069|214|Rx|d|2|0000
100.514069|3b7|Rx|d|6|00007FC000C0
100.514069|1b0|Rx|d|4|FF00FFC0
100.514069|646|Rx|d|8|000000020000000C
100.529148|211|Rx|d|8|8200FFFFA90000D0
100.529148|214|Rx|d|2|0000
100.529148|218|Rx|d|1|98
100.529148|4fa|Rx|d|2|0800
100.529148|671|Rx|d|2|0200
100.529148|350|Rx|d|8|C02F3AF11870A489
100.529148|1b0|Rx|d|4|FF00FFC0
100.529148|4de|Rx|d|3|C00000
100.529148|55d|Rx|d|8|00FC50C090800000
100.543787|211|Rx|d|8|8200FFFFA90000D0
100.543787|214|Rx|d|2|0000
100.551327|1b0|Rx|d|4|FF00FFC0
100.551327|5de|Rx|d|8|0000000000000002
100.563106|211|Rx|d|8|8200FFFFA90000D0
100.563106|214|Rx|d|2|0000
100.563106|5df|Rx|d|3|009500
100.578882|1b0|Rx|d|4|FF00FFC0
100.578882|657|Rx|d|2|C0CC
100.584149|211|Rx|d|8|8200FFFFA90000D0
100.584149|214|Rx|d|2|0000
100.584149|4ac|Rx|d|5|83742A0080
100.584149|45c|Rx|d|6|00000000FFE0
100.584149|4f8|Rx|d|8|94C0000000000000
100.613454|1b0|Rx|d|4|FF00FFC0
100.613454|211|Rx|d|8|8200FFFFA90000D0
100.613454|214|Rx|d|2|0000
100.613454|3b7|Rx|d|6|00007FC000C0
100.613454|1b0|Rx|d|4|FF00FFC0
100.613454|211|Rx|d|8|8200FFFFA90000D0
100.623810|214|Rx|d|2|0000
100.634264|218|Rx|d|1|98
100.634264|4fa|Rx|d|2|0800
100.634264|671|Rx|d|2|0200
