LogEntrySeconds,Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Желаемые обороты холостого хода ( об/мин),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Напряжение датчика кислорода 1 ( В),Положение педали газа ( %),Положение дроссельной заслонки ( %),Скорость автомобиля ( км/час),Флаг нажатия педали сцепления (-),Величина отскока УОЗ при детонации ( °ПКВ),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-)
259,65.25,2921.0,900.0,37.5,2.413,0.24,0.0,7.96,61.3,0.0,0.0,,,,
259,65.25,2858.0,900.0,39.75,1.837,0.23,1.375,6.49,61.3,0.0,0.0,,,,
259,65.25,2881.0,900.0,36.75,2.97,0.19,4.546,10.4,61.3,0.0,0.0,,,,
260,65.25,2909.0,900.0,35.25,3.27,0.78,4.866,10.5,60.0,0.0,0.0,,,,
260,65.25,2867.0,900.0,34.5,3.917,0.83,7.633,11.96,61.3,0.0,0.0,,,,
261,65.25,2886.0,900.0,33.75,3.93,0.83,7.788,12.04,61.3,0.0,0.0,,,,
261,65.25,2888.0,900.0,33.75,3.974,0.79,7.788,12.08,61.3,0.0,0.0,,,,
261,65.25,2893.0,900.0,34.5,3.584,0.78,0.0,10.74,61.3,0.0,0.0,,,,
262,65.25,2844.0,900.0,39.0,1.926,0.19,0.0,6.74,61.3,1.0,0.0,,,,
262,65.25,2668.0,900.0,39.0,2.099,0.24,0.0,6.13,60.0,1.0,0.0,,,,
263,65.25,2220.0,900.0,18.0,2.995,0.14,8.359,9.3,60.0,1.0,0.0,,,,
263,66.0,2084.0,900.0,30.75,5.069,1.02,10.796,10.21,60.0,1.0,0.0,,,,
263,66.0,2078.0,900.0,26.25,6.464,1.01,16.234,12.94,60.0,0.0,0.0,,,,
264,66.0,2083.0,900.0,25.5,6.291,1.0,16.89,13.31,60.0,0.0,0.0,,,,
264,66.0,2093.0,900.0,26.25,5.363,0.98,16.234,12.21,60.0,0.0,0.0,,,,
265,66.0,2107.0,900.0,27.0,5.075,0.94,15.914,12.21,60.0,0.0,0.0,,,,
265,66.0,2116.0,900.0,27.0,4.877,0.9,15.914,12.21,61.3,0.0,0.0,,,,
265,66.0,2125.0,900.0,27.75,4.89,0.2,16.077,12.33,61.3,0.0,0.0,,,,
266,66.0,2127.0,900.0,27.75,4.909,0.78,16.234,12.33,61.3,0.0,0.0,,,,
266,66.0,2132.0,900.0,27.0,4.992,0.22,16.234,12.4,61.3,0.0,0.0,,,,
267,66.0,2139.0,900.0,27.0,5.05,0.23,16.234,12.45,61.3,0.0,0.0,,,,
267,66.0,2148.0,900.0,27.0,4.979,0.81,16.234,12.57,61.3,0.0,0.0,,,,
268,66.0,2154.0,900.0,27.0,5.043,0.79,16.077,12.57,61.3,0.0,0.0,,,,
268,66.0,2162.0,900.0,27.0,5.011,0.79,16.077,12.57,62.5,0.0,0.0,,,,
268,66.0,2169.0,2520.0,27.0,5.094,0.11,21.991,728.13,62.5,0.0,93.75,,,,
269,66.75,2177.0,900.0,27.75,5.043,0.22,16.077,12.57,62.5,0.0,-0.75,,,,
269,66.75,2182.0,900.0,27.75,4.998,0.27,15.914,12.45,62.5,0.0,-0.75,,,,
270,66.75,2189.0,900.0,28.5,4.794,0.81,15.1,12.21,62.5,0.0,-0.75,,,,
270,66.75,2189.0,900.0,15.0,3.398,0.21,0.0,8.13,63.8,0.0,0.0,,,,
272,66.75,2156.0,900.0,29.25,4.384,0.26,12.827,10.99,62.5,0.0,0.0,,,,
273,66.75,2166.0,900.0,29.25,4.205,0.82,12.827,10.89,62.5,0.0,0.0,,,,
273,66.75,2168.0,900.0,29.25,4.307,0.36,12.827,10.82,62.5,0.0,0.0,,,,
274,66.75,2173.0,900.0,29.25,4.109,0.54,12.335,10.64,62.5,0.0,0.0,,,,
274,66.75,2179.0,900.0,29.25,4.154,0.8,12.335,10.64,62.5,0.0,0.0,,,,
274,67.5,2178.0,900.0,30.0,4.064,0.23,11.85,10.4,62.5,0.0,0.0,,,,
275,67.5,2179.0,900.0,30.0,3.814,0.82,10.961,9.72,62.5,0.0,0.0,,,,
275,67.5,2179.0,900.0,30.75,3.667,0.35,10.225,9.42,62.5,0.0,0.0,,,,
276,67.5,2175.0,900.0,30.75,3.501,0.71,9.906,9.3,62.5,0.0,0.0,,,,
276,67.5,2173.0,900.0,30.75,3.565,0.84,9.906,9.3,62.5,0.0,0.0,,,,
276,67.5,2173.0,900.0,31.5,3.578,0.2,9.906,9.3,62.5,0.0,0.0,,,,
277,67.5,2161.0,900.0,16.5,2.701,0.22,0.0,7.06,62.5,0.0,0.0,,,,
277,67.5,2160.0,900.0,11.25,2.394,0.19,0.0,6.2,61.3,0.0,0.0,,,,
277,67.5,2135.0,900.0,25.5,2.118,0.76,0.0,5.15,61.3,0.0,0.0,,,,
278,67.5,2109.0,900.0,12.75,1.888,0.94,0.0,4.05,61.3,0.0,0.0,,,,
278,67.5,2086.0,2500.0,1.5,1.542,0.18,0.0,3.32,60.0,0.0,-94.5,,,,
279,67.5,2059.0,900.0,-12.75,0.0,0.16,0.0,3.56,58.8,0.0,0.0,,,,
279,67.5,2029.0,900.0,-13.5,0.0,0.13,0.0,3.93,58.8,0.0,0.0,,,,
280,67.5,1998.0,900.0,-14.25,0.0,0.12,0.0,4.0,57.5,0.0,0.0,,,,
280,67.5,1942.0,900.0,-13.5,0.0,0.12,0.0,4.0,56.3,0.0,0.0,,,,
281,67.5,1915.0,900.0,-12.75,0.0,0.12,0.0,4.0,55.0,0.0,0.0,,,,
281,68.25,1884.0,900.0,-12.75,0.0,0.12,0.0,4.05,53.8,0.0,0.0,,,,
282,68.25,1857.0,900.0,-12.75,0.0,0.12,0.0,4.13,53.8,0.0,0.0,,,,
282,68.25,1829.0,900.0,-12.75,0.0,0.12,0.0,4.05,52.5,0.0,0.0,,,,
282,68.25,1802.0,900.0,-12.75,0.0,0.12,0.0,4.13,51.3,0.0,0.0,,,,
285,68.25,1121.0,900.0,0.0,3.552,0.16,0.0,4.3,41.3,1.0,0.0,,,,
285,68.25,1057.0,900.0,0.75,3.469,0.94,0.0,4.17,38.8,1.0,0.0,,,,
286,68.25,1025.0,900.0,2.25,3.917,0.97,0.0,4.66,36.3,0.0,0.0,,,,
286,68.25,1008.0,900.0,0.75,2.886,0.98,0.0,3.15,32.5,0.0,0.0,,,,
286,68.25,950.0,900.0,12.0,2.899,0.93,0.0,3.56,30.0,0.0,0.0,,,,
287,68.25,905.0,900.0,12.75,3.667,0.21,0.0,7.1,26.3,0.0,0.0,,,,
287,68.25,954.0,900.0,-1.5,3.853,0.86,0.0,4.74,25.0,0.0,0.0,,,,
288,68.25,918.0,900.0,6.75,3.904,0.89,0.0,3.88,23.8,0.0,0.0,,,,
288,68.25,902.0,900.0,-1.5,3.194,0.2,0.0,3.32,21.3,0.0,0.0,,,,
288,68.25,894.0,900.0,7.5,3.117,0.21,0.0,3.44,20.0,0.0,0.0,,,,
289,68.25,928.0,900.0,-0.75,3.872,0.39,0.0,4.79,17.5,0.0,0.0,,,,
289,68.25,931.0,900.0,0.0,3.61,0.9,0.0,3.32,15.0,0.0,0.0,,,,
290,68.25,903.0,900.0,6.0,3.014,0.9,0.0,3.2,13.8,0.0,0.0,,,,
290,68.25,908.0,900.0,-3.0,3.725,0.22,0.0,4.54,11.3,0.0,0.0,,,,
290,68.25,917.0,900.0,-0.75,3.731,0.38,0.0,3.32,8.8,0.0,0.0,,,,
291,68.25,888.0,900.0,9.0,3.213,0.84,0.0,4.37,6.3,0.0,0.0,,,,
291,68.25,902.0,900.0,1.5,3.61,0.18,0.0,4.13,5.0,0.0,0.0,,,,
292,68.25,910.0,900.0,0.0,3.36,0.69,0.0,3.08,3.8,0.0,0.0,,,,
292,68.25,886.0,900.0,15.0,2.797,0.84,0.0,3.32,2.5,0.0,0.0,,,,
292,68.25,885.0,800.0,9.0,2.854,0.19,0.0,3.39,1.3,0.0,0.0,,,,
293,68.25,850.0,800.0,5.25,3.149,0.18,0.0,3.44,0.0,0.0,0.0,,,,
294,69.0,837.0,800.0,13.5,3.168,0.18,0.0,3.44,0.0,0.0,0.0,,,,
294,69.0,817.0,800.0,15.75,3.168,0.17,0.0,3.44,0.0,0.0,0.0,,,,
294,69.0,806.0,800.0,15.0,3.238,0.18,0.0,3.44,0.0,0.0,0.0,,,,
295,69.0,810.0,800.0,5.25,3.258,0.2,0.0,3.44,0.0,0.0,0.0,,,,
295,69.0,806.0,800.0,-0.75,3.328,0.21,0.0,3.44,0.0,0.0,0.0,,,,
296,69.0,810.0,800.0,-1.5,3.52,0.31,0.0,3.44,0.0,0.0,0.0,,,,
296,69.0,809.0,800.0,1.5,3.334,0.83,0.0,3.44,0.0,0.0,0.0,,,,
296,69.0,808.0,800.0,0.0,3.277,0.76,0.0,3.44,0.0,0.0,0.0,,,,
297,69.0,801.0,800.0,6.75,3.373,0.2,0.0,3.39,0.0,0.0,0.0,,,,
297,69.0,805.0,800.0,2.25,3.45,0.23,0.0,3.39,0.0,0.0,0.0,,,,
298,69.0,806.0,800.0,4.5,3.315,0.83,0.0,3.39,0.0,0.0,0.0,,,,
298,69.0,795.0,800.0,9.0,3.309,0.21,0.0,3.39,0.0,0.0,0.0,,,,
299,69.0,810.0,800.0,1.5,3.373,0.22,0.0,3.32,0.0,0.0,0.0,,,,
299,69.0,809.0,800.0,3.75,3.315,0.81,0.0,3.32,0.0,0.0,0.0,,,,
300,69.0,804.0,800.0,5.25,3.238,0.79,0.0,3.32,0.0,0.0,0.0,,,,
300,69.0,798.0,800.0,6.75,3.296,0.21,0.0,3.32,0.0,0.0,0.0,,,,
300,69.0,808.0,800.0,6.0,3.29,0.22,0.0,3.32,0.0,0.0,0.0,,,,
301,69.0,807.0,800.0,6.0,3.245,0.81,0.0,3.32,0.0,0.0,0.0,,,,
301,69.0,799.0,800.0,8.25,3.162,0.82,0.0,3.32,0.0,0.0,0.0,,,,
302,69.0,802.0,800.0,2.25,3.334,0.23,0.0,3.27,0.0,0.0,0.0,,,,
302,69.75,805.0,800.0,-1.5,3.418,0.22,0.0,3.32,0.0,0.0,0.0,,,,
302,69.75,807.0,800.0,5.25,3.277,0.81,0.0,3.27,0.0,0.0,0.0,,,,
303,69.75,799.0,800.0,6.0,3.302,0.83,0.0,3.2,0.0,0.0,0.0,,,,
303,69.75,802.0,800.0,5.25,3.347,0.21,0.0,3.27,0.0,0.0,0.0,,,,
303,69.75,804.0,800.0,3.0,3.398,0.35,0.0,3.27,0.0,0.0,0.0,,,,
304,69.75,805.0,800.0,5.25,3.258,0.86,0.0,3.2,0.0,0.0,0.0,,,,
304,69.75,794.0,800.0,5.25,3.27,0.83,0.0,3.2,0.0,0.0,0.0,,,,
305,69.75,796.0,800.0,9.75,3.232,0.2,0.0,3.2,0.0,0.0,0.0,,,,
305,69.75,799.0,800.0,6.75,3.334,0.22,0.0,3.2,0.0,0.0,0.0,,,,
305,69.75,802.0,800.0,2.25,3.264,0.8,0.0,3.2,0.0,0.0,0.0,,,,
306,69.75,794.0,800.0,7.5,3.142,0.78,0.0,3.2,0.0,0.0,0.0,,,,
306,69.75,793.0,800.0,11.25,3.29,0.2,0.0,3.15,0.0,0.0,0.0,,,,
307,69.75,798.0,800.0,12.0,3.258,0.2,0.0,3.15,0.0,0.0,0.0,,,,
307,69.75,800.0,800.0,9.75,3.219,0.37,0.0,3.15,0.0,0.0,0.0,,,,
307,69.75,808.0,800.0,3.0,3.181,0.87,0.0,3.15,0.0,0.0,0.0,,,,
308,69.75,810.0,800.0,6.75,3.162,0.85,0.0,3.15,0.0,0.0,0.0,,,,
308,69.75,807.0,800.0,6.0,3.11,0.77,0.0,3.15,0.0,0.0,0.0,,,,
309,69.75,795.0,800.0,2.25,3.302,0.21,0.0,3.2,0.0,0.0,0.0,,,,
309,69.75,806.0,800.0,3.75,3.341,0.24,0.0,3.15,0.0,0.0,0.0,,,,
309,69.75,801.0,800.0,4.5,3.238,0.84,0.0,3.2,0.0,0.0,0.0,,,,
310,69.75,794.0,800.0,6.75,3.219,0.35,0.0,3.2,0.0,0.0,0.0,,,,
310,69.75,799.0,800.0,5.25,3.322,0.21,0.0,3.15,0.0,0.0,0.0,,,,
311,70.5,799.0,800.0,5.25,3.296,0.79,0.0,3.2,0.0,0.0,0.0,,,,
311,70.5,812.0,900.0,-2.25,4.73,0.84,0.0,4.25,0.0,1.0,0.0,,,,
311,70.5,878.0,900.0,-1.5,3.974,0.84,0.0,3.52,0.0,1.0,0.0,,,,
312,70.5,904.0,900.0,0.0,3.571,0.94,0.0,3.56,0.0,1.0,0.0,,,,
312,70.5,901.0,900.0,3.0,3.334,0.95,0.0,3.52,0.0,1.0,0.0,,,,
313,70.5,872.0,1000.0,15.75,3.226,0.93,1.46,3.69,0.0,1.0,0.0,,,,
313,70.5,1444.0,1500.0,2.25,5.613,0.94,6.491,9.3,0.0,1.0,0.0,,,,
314,70.5,1623.0,1500.0,8.25,4.685,0.22,6.491,8.86,0.0,1.0,0.0,,,,
314,70.5,1427.0,1500.0,9.0,5.248,0.39,6.491,9.67,2.5,1.0,0.0,,,,
315,70.5,1322.0,1500.0,1.5,6.957,0.79,7.633,12.7,3.8,1.0,0.0,,,,
315,70.5,1296.0,1500.0,-3.75,8.403,0.87,7.633,16.72,6.3,1.0,0.0,,,,
315,70.5,1294.0,1500.0,-5.25,9.491,0.2,7.953,21.09,8.8,1.0,0.0,,,,
316,70.5,1433.0,1500.0,-1.5,7.558,0.6,7.953,15.67,10.0,1.0,0.0,,,,
316,70.5,1671.0,1500.0,9.0,5.216,0.22,7.953,11.79,12.5,1.0,0.0,,,,
317,70.5,1861.0,1500.0,28.5,4.365,0.15,10.225,10.89,13.8,1.0,0.0,,,,
317,70.5,2064.0,1500.0,27.75,5.299,0.87,15.749,12.94,15.0,1.0,0.0,,,,
317,70.5,2319.0,1500.0,27.75,5.178,0.83,16.397,13.31,17.5,0.0,0.0,,,,
318,70.5,2525.0,1500.0,28.5,4.979,0.17,17.374,15.55,18.8,0.0,0.0,,,,
318,70.5,2823.0,1500.0,26.25,6.79,0.15,20.133,20.92,20.0,0.0,0.0,,,,
319,70.5,3197.0,1500.0,25.5,7.789,0.34,17.78,21.09,23.8,0.0,-0.75,,,,
319,70.5,3087.0,2500.0,27.75,1.594,0.88,0.0,6.49,25.0,0.0,30.75,,,,
319,70.5,2804.0,900.0,39.75,1.523,0.15,0.0,6.37,25.0,1.0,0.0,,,,
320,70.5,2494.0,900.0,31.5,3.488,0.17,8.281,11.79,25.0,1.0,0.0,,,,
320,70.5,2280.0,900.0,30.75,4.704,0.94,9.413,10.33,25.0,1.0,0.0,,,,
321,70.5,1957.0,900.0,28.5,5.485,0.55,15.749,13.13,26.3,1.0,0.0,,,,
321,70.5,2016.0,900.0,26.25,5.478,0.25,15.749,12.21,27.5,1.0,0.0,,,,
321,70.5,2096.0,900.0,24.0,6.259,0.86,19.976,14.89,28.8,0.0,0.0,,,,
322,70.5,2204.0,900.0,24.0,6.349,0.79,20.218,14.89,30.0,0.0,0.0,,,,
322,70.5,2316.0,2520.0,25.5,6.016,0.22,19.812,15.06,31.3,0.0,38.25,,,,
322,70.5,2439.0,900.0,26.25,6.08,0.22,19.812,16.28,32.5,0.0,0.0,,,,
325,71.25,3031.0,900.0,36.0,2.97,0.79,0.0,9.89,41.3,0.0,0.0,,,,
326,71.25,2995.0,900.0,37.5,2.355,0.74,0.0,8.25,41.3,0.0,0.0,,,,
326,71.25,2892.0,900.0,39.0,1.997,0.19,0.0,6.45,40.0,0.0,0.0,,,,
327,71.25,2631.0,900.0,12.75,2.01,0.19,0.0,5.47,36.3,0.0,0.0,,,,
327,71.25,2433.0,900.0,-2.25,2.157,0.9,0.0,5.22,33.8,0.0,0.0,,,,
327,71.25,2294.0,900.0,-14.25,0.0,0.83,0.0,4.86,31.3,0.0,0.0,,,,
328,71.25,2166.0,900.0,-9.0,2.502,0.13,8.85,4.17,28.8,0.0,0.0,,,,
329,71.25,1987.0,900.0,4.5,5.76,0.98,15.421,12.08,26.3,0.0,0.0,,,,
329,71.25,2002.0,900.0,27.0,5.85,0.95,16.234,12.65,27.5,0.0,0.0,,,,
329,71.25,2020.0,900.0,27.0,4.666,0.93,2.921,8.98,27.5,0.0,0.0,,,,
330,71.25,2007.0,900.0,31.5,3.104,0.89,7.304,7.47,27.5,0.0,0.0,,,,
330,71.25,1988.0,900.0,30.75,3.731,0.69,11.531,10.03,26.3,0.0,0.0,,,,
331,71.25,1983.0,900.0,29.25,4.205,0.21,12.178,10.28,26.3,0.0,0.0,,,,
331,71.25,1990.0,900.0,29.25,4.352,0.37,12.178,10.33,26.3,0.0,0.0,,,,
331,71.25,1999.0,900.0,30.0,4.218,0.79,11.85,10.21,27.5,0.0,0.0,,,,
332,71.25,2002.0,900.0,30.0,4.288,0.38,11.85,10.08,27.5,0.0,0.0,,,,
332,71.25,2008.0,900.0,30.0,4.045,0.79,12.015,10.03,27.5,0.0,0.0,,,,
333,71.25,2009.0,900.0,30.0,4.154,0.75,12.015,9.96,27.5,0.0,0.0,,,,
333,71.25,2012.0,900.0,30.0,4.083,0.78,12.335,10.13,27.5,0.0,0.0,,,,
333,71.25,2025.0,1940.0,28.5,4.768,0.81,14.531,11.91,27.5,-199.53,93.0,,,,
334,71.25,2047.0,900.0,27.75,4.864,0.67,14.937,11.72,27.5,0.0,0.0,,,,
334,71.25,2061.0,900.0,27.75,4.787,0.38,14.124,11.25,27.5,0.0,0.0,,,,
335,71.25,2091.0,2520.0,28.5,4.429,0.82,13.64,10.99,28.8,0.0,43.5,,,,
335,71.25,2097.0,2520.0,29.25,4.045,0.24,12.499,10.13,28.8,0.0,43.5,,,,
335,71.25,2098.0,900.0,30.0,3.904,0.74,12.499,10.08,28.8,0.0,0.0,,,,
336,71.25,2097.0,2520.0,30.0,3.936,0.08,62.226,1378.13,28.8,0.0,43.5,,,,
336,71.25,2093.0,900.0,29.25,4.07,0.29,12.992,10.4,28.8,0.0,0.0,,,,
336,71.25,2110.0,900.0,27.75,4.704,0.22,14.937,11.6,28.8,0.0,0.0,,,,
337,71.25,2127.0,900.0,28.5,4.582,0.81,14.937,11.6,28.8,0.0,0.0,,,,
337,71.25,2145.0,2520.0,29.25,4.704,0.63,14.937,11.6,28.8,0.0,42.75,,,,
338,71.25,2166.0,900.0,29.25,4.621,0.22,14.937,11.6,28.8,0.0,-0.75,,,,
338,71.25,2183.0,900.0,29.25,4.538,0.8,14.937,11.6,30.0,0.0,-0.75,,,,
338,71.25,2207.0,1940.0,28.5,4.883,0.81,17.046,13.06,30.0,0.0,93.0,,,,
339,71.25,2247.0,900.0,28.5,5.312,0.78,17.78,13.62,30.0,0.0,-0.75,,,,
339,71.25,2285.0,900.0,28.5,5.44,0.74,17.78,13.67,31.3,0.0,-1.5,,,,
340,71.25,2337.0,900.0,28.5,5.402,0.23,17.78,14.11,31.3,0.0,-1.5,,,,
340,71.25,2391.0,900.0,28.5,5.472,0.22,17.78,14.65,32.5,0.0,-1.5,,,,
340,71.25,2452.0,900.0,29.25,5.517,0.21,17.539,14.89,32.5,0.0,-1.5,,,,
341,71.25,2514.0,900.0,29.25,5.485,0.2,16.397,15.01,33.8,0.0,-0.75,,,,
341,71.25,2576.0,900.0,30.0,5.747,0.19,16.397,15.8,35.0,0.0,-1.5,,,,
342,71.25,2659.0,900.0,30.0,6.157,0.22,16.397,16.65,36.3,0.0,-1.5,,,,
342,71.25,2744.0,900.0,30.0,6.17,0.81,16.077,16.97,37.5,0.0,-1.5,,,,
342,71.25,2835.0,900.0,30.0,6.278,0.76,16.077,17.38,38.8,0.0,-1.5,,,,
343,71.25,2905.0,900.0,30.0,6.304,0.8,15.914,17.58,38.8,0.0,-1.5,,,,
343,71.25,2966.0,900.0,20.25,3.725,0.22,0.0,11.67,40.0,0.0,0.0,,,,
344,71.25,2718.0,900.0,39.75,1.747,0.16,0.0,6.25,40.0,1.0,0.0,,,,
344,71.25,2539.0,900.0,39.0,1.952,0.2,0.0,5.4,40.0,1.0,0.0,,,,
344,71.25,2127.0,900.0,7.5,2.394,0.16,0.89,4.49,38.8,1.0,0.0,,,,
345,71.25,1889.0,900.0,33.0,3.328,0.98,6.819,7.71,38.8,1.0,0.0,,,,
345,71.25,1845.0,900.0,32.25,3.674,0.92,8.85,9.59,38.8,1.0,0.0,,,,
346,71.25,1846.0,900.0,30.75,4.518,0.89,10.874,10.45,38.8,1.0,0.0,,,,
346,71.25,1848.0,900.0,30.0,4.448,0.22,11.202,10.4,38.8,0.0,0.0,,,,
346,71.25,1862.0,900.0,29.25,4.621,0.33,11.202,10.28,38.8,0.0,0.0,,,,
347,71.25,1871.0,900.0,30.0,4.333,0.23,10.718,9.55,38.8,0.0,0.0,,,,
347,71.25,1875.0,900.0,30.75,3.885,0.8,10.39,9.3,40.0,0.0,0.0,,,,
348,71.25,1890.0,900.0,30.0,4.909,0.78,13.475,12.33,40.0,0.0,0.0,,,,
348,71.25,1901.0,900.0,28.5,5.702,0.84,14.211,13.48,40.0,0.0,0.0,,,,
348,71.25,1919.0,900.0,29.25,4.314,0.23,11.366,9.67,40.0,0.0,0.0,,,,
349,71.25,1948.0,900.0,30.75,3.949,0.83,10.225,9.3,41.3,0.0,0.0,,,,
349,71.25,1965.0,900.0,29.25,4.474,0.84,12.335,10.74,41.3,0.0,0.0,,,,
349,71.25,1999.0,900.0,27.0,5.082,0.83,15.421,12.33,42.5,0.0,0.0,,,,
352,72.0,2304.0,900.0,24.75,5.837,0.82,19.164,15.06,48.8,0.0,0.0,,,,
352,72.0,2347.0,900.0,30.75,3.526,0.21,4.866,8.98,50.0,0.0,0.0,,,,
353,72.0,2363.0,900.0,34.5,2.419,0.18,0.0,7.35,50.0,0.0,0.0,,,,
353,72.0,2362.0,900.0,35.25,2.31,0.19,0.0,7.06,50.0,0.0,0.0,,,,
353,72.0,2385.0,900.0,33.75,3.29,0.21,11.038,10.5,50.0,0.0,0.0,,,,
354,72.0,2401.0,900.0,30.75,4.493,0.89,12.663,12.04,50.0,0.0,0.0,,,,
355,72.0,2452.0,900.0,30.0,4.749,0.22,13.96,13.18,51.3,0.0,0.0,,,,
355,72.0,2470.0,900.0,29.25,4.986,0.2,14.289,13.48,52.5,0.0,0.0,,,,
355,72.0,2519.0,900.0,30.0,4.954,0.67,14.289,13.67,52.5,0.0,0.0,,,,
356,72.0,2565.0,900.0,30.75,5.05,0.18,14.124,14.53,53.8,0.0,0.0,,,,
356,72.0,2626.0,900.0,30.0,5.434,0.2,14.124,14.94,55.0,0.0,0.0,,,,
357,72.0,2673.0,900.0,30.0,3.085,0.18,0.0,9.55,56.3,0.0,0.0,,,,
357,72.75,2704.0,900.0,36.75,2.56,0.18,0.0,8.45,57.5,0.0,0.0,,,,
358,72.75,2745.0,900.0,6.0,4.762,0.34,10.39,13.43,58.8,0.0,0.0,,,,
358,72.75,2799.0,900.0,33.0,4.787,0.28,11.124,13.43,58.8,0.0,0.0,,,,
359,72.75,2847.0,900.0,31.5,5.248,0.81,12.663,14.89,60.0,0.0,0.0,,,,
359,72.75,2893.0,900.0,31.5,5.21,0.21,12.421,14.84,61.3,0.0,0.0,,,,
359,72.75,2941.0,900.0,26.25,3.213,0.18,0.0,10.45,62.5,0.0,0.0,,,,
360,72.75,2973.0,900.0,36.75,2.566,0.22,0.0,8.45,62.5,0.0,0.0,,,,
360,72.75,2969.0,900.0,39.0,1.933,0.27,0.0,6.69,62.5,0.0,0.0,,,,
361,72.75,3000.0,900.0,-1.5,2.029,0.18,0.0,6.79,63.8,0.0,0.0,,,,
361,72.75,2979.0,900.0,-12.0,0.0,0.12,0.0,7.1,62.5,0.0,0.0,,,,
361,72.75,2965.0,2500.0,-12.0,0.0,0.12,0.0,7.1,62.5,0.0,30.75,,,,
362,72.75,2958.0,900.0,-10.5,0.0,0.12,1.944,7.1,62.5,0.0,0.0,,,,
362,72.75,2962.0,900.0,39.0,2.33,0.74,8.116,8.98,62.5,0.0,0.0,,,,
363,72.75,2953.0,900.0,11.25,4.474,0.82,10.062,13.43,62.5,0.0,0.0,,,,
363,72.75,2980.0,900.0,24.75,3.213,0.29,0.0,10.89,62.5,0.0,0.0,,,,
363,72.75,2993.0,900.0,37.5,2.528,0.21,0.0,8.69,63.8,0.0,0.0,,,,
364,72.75,2956.0,900.0,39.0,1.914,0.23,0.0,7.06,63.8,0.0,0.0,,,,
364,72.75,2973.0,900.0,5.25,2.01,0.17,5.437,7.1,62.5,0.0,0.0,,,,
367,72.75,3000.0,900.0,19.5,1.805,0.2,0.0,7.1,65.0,0.0,0.0,,,,
367,73.5,3002.0,900.0,-11.25,0.0,0.15,0.0,7.15,63.8,0.0,0.0,,,,
367,73.5,2966.0,2520.0,11.25,2.093,0.08,41.523,1409.18,62.5,0.0,30.75,,,,
368,73.5,2970.0,2520.0,10.5,4.838,0.22,11.202,14.65,62.5,0.0,30.75,,,,
368,73.5,3006.0,900.0,32.25,4.806,0.85,11.038,14.28,63.8,0.0,0.0,,,,
368,73.5,3029.0,900.0,33.0,4.365,0.22,9.741,13.43,63.8,0.0,0.0,,,,
369,73.5,3053.0,900.0,33.75,4.243,0.21,9.248,13.06,63.8,0.0,0.0,,,,
369,73.5,3060.0,900.0,33.75,4.134,0.22,9.248,13.06,65.0,0.0,0.0,,,,
370,73.5,3073.0,900.0,17.25,3.014,0.22,0.0,10.21,65.0,1.0,0.0,,,,
370,73.5,2827.0,900.0,39.75,1.677,0.16,0.0,6.79,65.0,1.0,0.0,,,,
370,73.5,2619.0,900.0,39.0,1.888,0.17,0.0,6.2,65.0,1.0,0.0,,,,
371,73.5,2225.0,900.0,36.0,3.11,0.15,7.225,7.96,63.8,1.0,0.0,,,,
371,73.5,2213.0,900.0,31.5,4.333,1.0,7.953,9.11,63.8,1.0,0.0,,,,
372,73.5,2215.0,900.0,30.75,4.902,1.0,11.366,10.28,63.8,0.0,0.0,,,,
372,73.5,2218.0,900.0,30.0,4.698,0.99,12.178,10.4,63.8,0.0,0.0,,,,
372,73.5,2221.0,900.0,30.0,4.454,0.97,12.906,10.57,63.8,0.0,0.0,,,,
373,73.5,2226.0,900.0,30.0,4.474,0.95,13.147,10.94,63.8,0.0,0.0,,,,
373,73.5,2232.0,900.0,30.0,4.262,0.92,12.992,10.89,63.8,0.0,0.0,,,,
374,73.5,2241.0,900.0,30.75,4.07,0.83,12.992,10.89,65.0,0.0,0.0,,,,
374,73.5,2245.0,900.0,30.75,4.147,0.6,12.992,10.89,65.0,0.0,0.0,,,,
374,73.5,2246.0,900.0,32.25,3.514,0.21,8.93,8.86,65.0,0.0,0.0,,,,
375,73.5,2244.0,900.0,17.25,2.618,0.72,0.0,7.23,65.0,0.0,0.0,,,,
375,73.5,2221.0,900.0,12.0,2.259,0.22,0.0,5.47,65.0,0.0,0.0,,,,
376,73.5,2223.0,900.0,24.0,1.933,0.86,0.0,5.15,63.8,0.0,0.0,,,,
376,73.5,2207.0,900.0,12.75,1.574,0.2,0.0,3.93,63.8,0.0,0.0,,,,
377,73.5,2154.0,900.0,-13.5,0.0,0.14,0.0,4.0,62.5,0.0,0.0,,,,
377,73.5,2125.0,900.0,-13.5,0.0,0.12,0.0,4.0,61.3,0.0,0.0,,,,
378,73.5,2101.0,2520.0,-4.5,2.355,0.12,11.772,4.13,60.0,0.0,43.5,,,,
378,73.5,2113.0,900.0,18.0,4.384,0.99,15.991,10.4,60.0,0.0,0.0,,,,
378,73.5,2091.0,900.0,24.0,6.483,0.99,16.234,12.7,60.0,0.0,0.0,,,,
