LogEntrySeconds,Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Желаемые обороты холостого хода ( об/мин),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Напряжение датчика кислорода 1 ( В),Положение педали газа ( %),Положение дроссельной заслонки ( %),Скорость автомобиля ( км/час),Флаг нажатия педали сцепления (-),Величина отскока УОЗ при детонации ( °ПКВ),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-)
122,46.5,967.0,930.0,5.25,3.59,0.84,0.0,4.42,0.0,0.0,0.0,,,,
122,46.5,950.0,930.0,10.5,3.552,0.23,0.0,4.49,0.0,0.0,0.0,,,,
122,46.5,947.0,930.0,9.0,3.674,0.21,0.0,4.37,0.0,0.0,0.0,,,,
125,46.5,963.0,980.0,6.75,4.006,0.19,0.0,5.03,0.0,1.0,0.0,,,,
125,47.25,973.0,980.0,3.0,3.981,0.21,0.0,4.86,0.0,0.0,0.0,,,,
126,47.25,979.0,930.0,0.75,3.808,0.69,0.0,4.42,0.0,0.0,0.0,,,,
126,47.25,950.0,930.0,9.0,3.514,0.81,0.0,4.42,0.0,0.0,0.0,,,,
126,47.25,938.0,930.0,7.5,3.68,0.21,0.0,4.42,0.0,0.0,0.0,,,,
127,47.25,938.0,930.0,2.25,3.674,0.8,0.0,4.42,0.0,0.0,0.0,,,,
127,47.25,942.0,930.0,4.5,3.565,0.86,0.0,4.37,0.0,0.0,0.0,,,,
128,47.25,944.0,980.0,-0.75,4.166,0.33,0.0,4.98,0.0,1.0,0.0,,,,
128,47.25,982.0,980.0,3.0,3.866,0.8,0.0,4.91,0.0,0.0,0.0,,,,
129,47.25,971.0,980.0,6.0,3.923,0.85,0.0,5.03,0.0,1.0,0.0,,,,
129,47.25,979.0,1080.0,4.5,4.339,0.2,5.679,6.49,0.0,1.0,0.0,,,,
129,47.25,1182.0,1480.0,3.0,7.13,0.89,6.976,11.72,0.0,1.0,0.0,,,,
130,47.25,1464.0,1500.0,2.25,5.178,0.93,5.194,8.94,0.0,1.0,0.0,,,,
132,48.0,1313.0,1940.0,9.75,4.531,0.19,0.241,8.81,0.0,0.0,21.75,,,,
133,48.0,1259.0,900.0,-0.75,3.251,0.17,0.0,5.1,1.3,1.0,0.0,,,,
133,48.0,1171.0,900.0,5.25,3.149,0.16,0.0,5.22,0.0,1.0,0.0,,,,
133,48.0,1099.0,1200.0,6.0,6.842,0.18,4.866,10.03,0.0,1.0,0.0,,,,
134,48.0,1282.0,1480.0,0.0,5.939,0.94,3.734,9.06,1.3,1.0,0.0,,,,
134,48.0,1258.0,1200.0,5.25,4.416,0.83,0.0,6.45,2.5,1.0,0.0,,,,
134,48.0,1303.0,900.0,0.0,2.675,0.18,0.0,4.86,2.5,1.0,0.0,,,,
135,48.0,1188.0,900.0,7.5,2.912,0.16,0.0,4.98,2.5,1.0,0.0,,,,
135,48.75,1063.0,900.0,5.25,3.571,0.17,0.967,5.03,2.5,1.0,0.0,,,,
136,48.75,1062.0,1300.0,0.75,7.36,0.81,7.633,10.99,1.3,1.0,0.0,,,,
138,48.75,1322.0,900.0,9.0,2.554,0.4,0.0,4.98,2.5,1.0,0.0,,,,
139,48.75,1167.0,900.0,15.75,2.758,0.16,0.0,4.86,3.8,1.0,0.0,,,,
139,48.75,1082.0,900.0,4.5,3.277,0.16,0.0,4.91,2.5,1.0,0.0,,,,
139,48.75,1008.0,900.0,2.25,3.776,0.19,0.0,4.98,2.5,1.0,0.0,,,,
140,48.75,967.0,900.0,-3.75,3.994,0.84,0.0,4.86,1.3,1.0,0.0,,,,
141,49.5,1327.0,1400.0,-1.5,6.765,0.92,0.0,10.03,1.3,1.0,0.0,,,,
141,49.5,1360.0,1000.0,5.25,2.886,0.2,0.0,4.86,1.3,1.0,0.0,,,,
141,49.5,1226.0,900.0,19.5,2.317,0.15,0.0,4.54,1.3,1.0,0.0,,,,
142,49.5,1099.0,900.0,12.75,3.162,0.16,0.0,4.91,0.0,1.0,0.0,,,,
142,49.5,1030.0,900.0,2.25,3.75,0.18,0.0,5.15,0.0,1.0,0.0,,,,
143,49.5,995.0,1100.0,5.25,6.893,0.73,13.803,10.74,0.0,1.0,0.0,,,,
143,49.5,1469.0,2540.0,0.0,7.84,0.96,6.085,13.62,0.0,0.0,79.5,,,,
143,49.5,1815.0,1500.0,9.75,3.872,0.17,5.031,8.62,1.3,1.0,0.0,,,,
144,49.5,1582.0,1500.0,-11.25,4.685,0.47,5.194,8.62,2.5,1.0,0.0,,,,
144,49.5,1162.0,1500.0,-24.75,9.446,0.18,5.515,14.04,3.8,1.0,0.0,,,,
145,49.5,1067.0,1500.0,-10.5,10.547,0.91,5.679,21.29,6.3,1.0,0.0,,,,
145,49.5,1065.0,1500.0,-8.25,10.003,0.98,5.679,22.8,7.5,1.0,0.0,,,,
145,49.5,1245.0,1500.0,-8.25,9.811,0.45,5.679,21.22,8.8,1.0,0.0,,,,
146,50.25,1421.0,1500.0,-1.5,7.674,0.92,5.679,15.06,10.0,1.0,0.0,,,,
146,50.25,1677.0,1500.0,10.5,4.397,0.18,5.515,11.84,12.5,1.0,0.0,,,,
147,50.25,1735.0,1500.0,6.0,3.507,0.16,6.007,10.64,12.5,1.0,0.0,,,,
149,50.25,1621.0,900.0,2.25,2.72,0.17,5.194,9.35,12.5,1.0,0.0,,,,
150,50.25,1787.0,900.0,31.5,3.36,0.29,5.515,8.37,12.5,1.0,0.0,,,,
150,50.25,1890.0,900.0,30.75,3.315,0.19,2.593,7.1,12.5,1.0,0.0,,,,
150,50.25,1816.0,900.0,32.25,2.982,0.18,2.429,7.35,13.8,1.0,0.0,,,,
151,51.0,1885.0,900.0,32.25,3.008,0.84,2.429,7.35,13.8,1.0,0.0,,,,
153,51.0,2166.0,900.0,33.0,2.701,0.91,2.593,7.23,16.3,0.0,0.0,,,,
154,51.0,2171.0,900.0,21.75,2.598,0.81,0.0,7.06,16.3,0.0,0.0,,,,
158,51.75,1807.0,900.0,33.0,2.707,0.17,0.156,6.37,13.8,0.0,0.0,,,,
159,51.75,1829.0,900.0,33.75,2.445,0.18,0.156,5.88,13.8,0.0,0.0,,,,
159,51.75,1800.0,900.0,35.25,2.208,0.18,0.319,5.15,13.8,0.0,0.0,,,,
160,51.75,1760.0,900.0,35.25,2.24,0.2,0.647,4.79,12.5,0.0,0.0,,,,
160,51.75,1720.0,900.0,35.25,2.061,0.81,1.295,4.0,12.5,0.0,0.0,,,,
161,51.75,1647.0,900.0,18.0,2.08,0.95,2.109,3.93,12.5,0.0,0.0,,,,
161,51.75,1557.0,900.0,15.75,2.573,0.97,3.078,4.98,11.3,0.0,0.0,,,,
161,51.75,1552.0,900.0,23.25,3.36,0.96,3.078,6.79,11.3,0.0,0.0,,,,
162,51.75,1538.0,900.0,10.5,4.051,0.95,3.078,7.4,11.3,0.0,0.0,,,,
162,52.5,1589.0,900.0,9.75,3.821,0.94,3.078,7.15,11.3,0.0,0.0,,,,
163,52.5,1639.0,900.0,12.75,3.494,0.19,3.078,7.1,12.5,0.0,0.0,,,,
163,52.5,1668.0,900.0,14.25,3.424,0.2,2.921,7.1,12.5,0.0,0.0,,,,
164,52.5,1718.0,900.0,14.25,3.206,0.22,1.944,6.93,12.5,0.0,0.0,,,,
164,52.5,1737.0,900.0,18.0,3.238,0.22,1.781,7.06,12.5,0.0,0.0,,,,
165,52.5,1766.0,900.0,18.75,3.283,0.22,1.616,7.35,12.5,0.0,0.0,,,,
165,52.5,1824.0,900.0,18.0,3.379,0.2,1.616,7.47,12.5,0.0,0.0,,,,
165,52.5,1826.0,900.0,21.0,2.848,0.34,0.967,6.69,13.8,0.0,0.0,,,,
166,52.5,1845.0,900.0,33.75,2.643,0.88,0.0,6.08,13.8,0.0,0.0,,,,
166,52.5,1876.0,900.0,33.75,2.304,0.87,0.0,5.35,13.8,0.0,0.0,,,,
167,52.5,1852.0,900.0,35.25,2.189,0.19,0.0,5.22,13.8,0.0,0.0,,,,
167,52.5,1854.0,900.0,35.25,2.227,0.22,0.0,5.1,13.8,0.0,0.0,,,,
167,52.5,1771.0,900.0,35.25,2.054,0.81,0.562,4.25,13.8,0.0,0.0,,,,
168,52.5,1714.0,900.0,36.0,1.946,0.2,1.781,4.0,12.5,0.0,0.0,,,,
168,53.25,1625.0,900.0,24.0,2.163,0.87,3.734,4.61,11.3,0.0,0.0,,,,
169,53.25,1545.0,900.0,32.25,3.066,0.97,3.89,6.49,11.3,0.0,0.0,,,,
169,53.25,1547.0,900.0,12.75,3.923,0.97,3.89,7.35,11.3,0.0,0.0,,,,
169,53.25,1609.0,900.0,11.25,4.23,0.96,3.89,7.84,11.3,0.0,0.0,,,,
170,53.25,1677.0,900.0,14.25,3.699,0.93,3.89,7.71,12.5,0.0,0.0,,,,
170,53.25,1738.0,900.0,18.75,3.347,0.18,3.078,7.91,12.5,0.0,0.0,,,,
171,53.25,1752.0,900.0,16.5,3.27,0.19,2.757,7.47,12.5,0.0,0.0,,,,
171,53.25,1767.0,900.0,17.25,3.437,0.18,2.757,7.71,12.5,0.0,0.0,,,,
171,53.25,1792.0,900.0,15.75,3.539,0.19,2.429,7.84,13.8,0.0,0.0,,,,
172,53.25,1836.0,900.0,18.75,3.334,0.85,2.429,7.76,13.8,0.0,0.0,,,,
172,53.25,1908.0,900.0,25.5,3.232,0.87,1.46,7.35,13.8,0.0,0.0,,,,
173,53.25,1953.0,2520.0,15.75,3.098,0.93,1.46,7.06,13.8,0.0,-60.75,,,,
175,54.0,2047.0,900.0,33.0,2.886,0.97,1.781,6.93,15.0,0.0,0.0,,,,
175,54.0,2073.0,900.0,33.0,2.797,0.95,1.616,6.93,15.0,0.0,0.0,,,,
176,54.0,2066.0,900.0,21.0,2.541,0.93,1.46,6.32,15.0,0.0,0.0,,,,
176,54.0,2057.0,900.0,34.5,2.195,0.85,1.46,5.4,15.0,0.0,0.0,,,,
177,54.0,2002.0,900.0,34.5,1.958,0.69,1.46,5.1,15.0,0.0,0.0,,,,
177,54.0,1970.0,900.0,35.25,2.003,0.17,2.429,5.15,13.8,0.0,0.0,,,,
177,54.0,1841.0,900.0,11.25,2.458,0.16,2.429,7.35,13.8,0.0,0.0,,,,
178,54.0,1973.0,2520.0,30.75,3.52,0.19,3.163,8.81,13.8,0.0,-61.5,,,,
178,54.0,1971.0,900.0,31.5,3.366,0.17,2.593,7.59,13.8,0.0,0.0,,,,
179,54.0,1945.0,900.0,32.25,2.784,0.89,2.109,6.86,15.0,0.0,0.0,,,,
179,54.0,2126.0,900.0,33.0,2.944,0.78,2.272,7.06,15.0,0.0,0.0,,,,
179,54.0,2089.0,900.0,33.0,2.848,0.87,2.429,7.1,15.0,0.0,0.0,,,,
180,54.75,2074.0,900.0,33.0,2.765,0.92,2.272,6.98,15.0,0.0,0.0,,,,
180,54.75,2127.0,900.0,33.0,2.675,0.69,2.272,6.98,15.0,0.0,0.0,,,,
180,54.75,2158.0,900.0,33.0,2.714,0.25,2.272,6.98,16.3,0.0,0.0,,,,
183,54.75,2241.0,900.0,28.5,2.528,0.22,0.156,6.98,16.3,0.0,0.0,,,,
183,54.75,2177.0,900.0,20.25,2.387,0.87,0.0,6.01,16.3,0.0,0.0,,,,
184,54.75,2178.0,900.0,35.25,2.029,0.91,0.0,5.27,16.3,0.0,0.0,,,,
184,54.75,2083.0,900.0,24.0,1.933,0.94,0.0,4.91,15.0,0.0,0.0,,,,
185,54.75,2003.0,900.0,36.0,1.67,0.83,0.484,4.13,15.0,0.0,0.0,,,,
185,54.75,1879.0,900.0,36.75,1.421,0.17,2.429,3.81,13.8,0.0,0.0,,,,
185,54.75,1714.0,900.0,13.5,2.054,0.14,3.734,5.15,12.5,0.0,0.0,,,,
186,55.5,1655.0,900.0,32.25,2.906,0.15,4.546,6.79,11.3,0.0,0.0,,,,
186,55.5,1670.0,900.0,30.0,3.674,0.16,4.218,8.08,11.3,0.0,0.0,,,,
187,55.5,1733.0,900.0,30.0,3.558,0.16,3.734,8.08,12.5,0.0,0.0,,,,
187,55.5,1799.0,900.0,32.25,2.912,0.16,1.375,7.23,13.8,0.0,0.0,,,,
187,55.5,1846.0,900.0,18.0,2.918,0.16,0.647,7.06,13.8,0.0,0.0,,,,
188,55.5,1808.0,900.0,33.75,2.56,0.17,0.0,6.01,13.8,0.0,0.0,,,,
188,55.5,1811.0,900.0,34.5,2.221,0.17,0.241,5.35,13.8,0.0,0.0,,,,
189,55.5,1755.0,900.0,24.75,2.234,0.17,4.054,5.15,12.5,0.0,0.0,,,,
189,55.5,1737.0,900.0,33.0,3.027,0.17,4.546,7.1,12.5,0.0,0.0,,,,
189,55.5,1746.0,900.0,30.75,4.026,0.21,4.546,8.25,12.5,0.0,0.0,,,,
190,55.5,1851.0,900.0,30.75,3.93,0.91,4.382,8.69,13.8,0.0,0.0,,,,
192,56.25,2227.0,900.0,19.5,2.368,0.41,0.319,6.32,16.3,0.0,0.0,,,,
193,56.25,2211.0,900.0,34.5,2.048,0.83,1.703,5.4,16.3,0.0,0.0,,,,
193,56.25,2127.0,900.0,23.25,2.048,0.95,2.515,5.1,16.3,0.0,0.0,,,,
193,56.25,2109.0,900.0,34.5,2.394,0.89,2.921,7.06,15.0,0.0,0.0,,,,
194,56.25,2100.0,900.0,25.5,2.874,0.19,0.0,7.35,15.0,0.0,0.0,,,,
194,56.25,2069.0,900.0,18.0,2.72,0.2,0.0,6.79,15.0,0.0,0.0,,,,
195,56.25,2075.0,900.0,21.75,2.426,0.21,0.0,6.01,15.0,0.0,0.0,,,,
195,56.25,2013.0,900.0,34.5,2.093,0.83,0.967,5.27,15.0,0.0,0.0,,,,
195,56.25,1976.0,900.0,34.5,2.093,0.19,2.272,5.03,15.0,0.0,0.0,,,,
196,56.25,1961.0,900.0,33.75,2.464,0.23,2.593,6.98,13.8,0.0,0.0,,,,
196,56.25,1972.0,900.0,32.25,3.155,0.2,1.781,7.47,13.8,0.0,0.0,,,,
197,56.25,1987.0,900.0,15.75,2.906,0.86,0.0,6.86,15.0,0.0,0.0,,,,
197,56.25,2007.0,900.0,20.25,2.605,0.63,0.0,6.01,15.0,0.0,0.0,,,,
197,56.25,1978.0,900.0,34.5,2.118,0.84,0.0,5.27,15.0,0.0,0.0,,,,
198,56.25,1920.0,900.0,35.25,2.016,0.19,0.0,5.1,13.8,0.0,0.0,,,,
198,56.25,1807.0,900.0,36.0,1.882,0.16,0.0,4.79,13.8,1.0,0.0,,,,
201,57.0,1078.0,900.0,13.5,3.821,0.99,4.46,5.15,7.5,1.0,0.0,,,,
201,57.0,1127.0,900.0,15.75,3.392,0.94,3.734,5.22,7.5,1.0,0.0,,,,
201,57.0,1106.0,900.0,11.25,3.45,0.19,3.163,5.22,8.8,1.0,0.0,,,,
202,57.0,1172.0,900.0,16.5,3.238,0.18,2.593,5.27,8.8,1.0,0.0,,,,
202,57.0,1177.0,900.0,12.75,3.251,0.18,2.757,5.27,8.8,1.0,0.0,,,,
203,57.0,1172.0,900.0,15.75,3.373,0.18,2.757,5.52,8.8,1.0,0.0,,,,
203,57.0,1218.0,900.0,9.75,3.77,0.18,3.078,6.08,8.8,1.0,0.0,,,,
203,57.0,1268.0,900.0,8.25,4.077,0.32,3.569,6.32,8.8,1.0,0.0,,,,
204,57.0,1297.0,900.0,7.5,3.987,0.91,3.569,6.18,8.8,1.0,0.0,,,,
204,57.0,1328.0,900.0,10.5,3.629,0.6,4.218,6.25,10.0,1.0,0.0,,,,
205,57.0,1377.0,900.0,11.25,3.994,0.62,4.218,6.79,10.0,1.0,0.0,,,,
205,57.0,1452.0,900.0,12.0,3.77,0.89,4.218,6.98,10.0,1.0,0.0,,,,
205,57.75,1508.0,900.0,12.75,3.712,0.2,5.194,7.15,11.3,1.0,0.0,,,,
206,57.75,1580.0,900.0,9.0,4.627,0.85,7.953,8.62,11.3,0.0,0.0,,,,
206,57.75,1651.0,900.0,12.0,4.288,0.94,9.093,8.86,11.3,0.0,0.0,,,,
207,57.75,1782.0,900.0,30.0,4.032,0.18,9.093,9.67,12.5,0.0,0.0,,,,
207,57.75,1840.0,900.0,16.5,4.416,0.17,9.248,10.03,13.8,0.0,0.0,,,,
207,57.75,2005.0,2520.0,29.25,4.691,0.95,9.499,10.21,15.0,0.0,9.75,,,,
208,57.75,2188.0,900.0,15.0,3.187,0.99,0.0,3.76,16.3,1.0,0.0,,,,
208,57.75,1870.0,900.0,36.75,1.261,0.17,0.0,3.32,16.3,1.0,0.0,,,,
209,57.75,1497.0,900.0,34.5,1.766,0.16,4.623,3.44,16.3,1.0,0.0,,,,
209,57.75,1367.0,900.0,22.5,4.25,0.18,7.953,7.3,16.3,1.0,0.0,,,,
209,57.75,1270.0,900.0,27.75,4.16,0.74,9.093,6.74,16.3,1.0,0.0,,,,
210,57.75,1318.0,900.0,26.25,4.736,0.21,10.555,7.4,17.5,1.0,0.0,,,,
210,57.75,1245.0,2000.0,30.75,3.674,0.11,11.687,9.67,17.5,-199.53,93.0,,,,
211,57.75,1443.0,1940.0,25.5,5.331,0.11,12.499,9.06,18.8,0.0,93.0,,,,
211,57.75,1437.0,900.0,25.5,5.216,0.27,14.531,9.89,20.0,1.0,0.0,,,,
211,57.75,1562.0,900.0,21.75,7.302,0.21,19.976,14.4,21.3,0.0,0.0,,,,
212,58.5,1677.0,900.0,21.0,6.682,0.2,19.812,13.99,22.5,0.0,0.0,,,,
212,58.5,1812.0,900.0,22.5,6.56,0.17,19.812,14.94,23.8,0.0,0.0,,,,
213,58.5,1924.0,900.0,22.5,7.085,0.19,20.218,15.31,26.3,0.0,0.0,,,,
213,58.5,2075.0,900.0,22.5,7.059,0.93,19.164,15.01,27.5,0.0,0.0,,,,
213,58.5,2194.0,900.0,24.75,6.029,0.98,17.374,13.55,30.0,0.0,0.0,,,,
214,58.5,2298.0,900.0,27.0,5.434,0.96,16.562,13.31,31.3,0.0,0.0,,,,
214,58.5,2395.0,900.0,27.75,5.094,0.2,16.725,13.99,32.5,0.0,0.0,,,,
215,58.5,2474.0,900.0,29.25,4.659,0.18,14.046,12.94,33.8,0.0,0.0,,,,
215,58.5,2556.0,900.0,27.0,6.33,0.18,18.756,18.12,33.8,0.0,0.0,,,,
215,58.5,2648.0,900.0,21.75,5.184,0.19,0.0,13.55,36.3,0.0,0.0,,,,
216,58.5,2677.0,900.0,34.5,3.149,0.17,0.0,10.45,36.3,0.0,0.0,,,,
216,58.5,2695.0,900.0,22.5,2.906,0.2,0.0,9.3,36.3,0.0,0.0,,,,
217,58.5,2684.0,900.0,36.75,2.624,0.74,0.0,8.13,36.3,0.0,0.0,,,,
217,58.5,2481.0,900.0,19.5,2.714,0.93,0.0,6.37,33.8,0.0,0.0,,,,
217,58.5,2198.0,900.0,13.5,2.381,1.03,0.0,3.93,30.0,0.0,0.0,,,,
218,59.25,1972.0,900.0,13.5,1.869,1.04,0.0,3.56,26.3,0.0,0.0,,,,
218,59.25,1817.0,900.0,10.5,1.632,0.93,0.0,3.39,25.0,0.0,0.0,,,,
221,59.25,2204.0,900.0,14.25,10.4,0.99,29.718,30.05,30.0,0.0,0.0,,,,
221,59.25,2385.0,900.0,16.5,9.875,0.99,29.718,33.33,32.5,0.0,0.0,,,,
221,59.25,2585.0,900.0,18.75,9.869,0.19,29.718,39.79,35.0,0.0,0.0,,,,
222,59.25,2805.0,900.0,18.75,10.746,0.18,29.39,38.5,37.5,0.0,0.0,,,,
222,59.25,3025.0,900.0,20.25,10.182,0.89,29.233,32.59,41.3,0.0,0.0,,,,
223,59.25,3042.0,900.0,18.0,0.55,0.93,0.0,2.29,42.5,1.0,0.0,,,,
223,59.25,2584.0,900.0,39.0,1.549,0.15,0.0,5.4,42.5,1.0,0.0,,,,
223,59.25,2235.0,900.0,25.5,6.566,0.95,15.1,14.23,42.5,1.0,0.0,,,,
224,60.0,2069.0,900.0,22.5,7.078,0.93,21.999,16.53,43.8,1.0,0.0,,,,
224,60.0,2141.0,900.0,15.0,10.72,0.77,28.171,30.52,45.0,0.0,0.0,,,,
225,60.0,2215.0,900.0,15.0,9.894,0.98,28.257,27.66,46.3,0.0,0.0,,,,
225,60.0,2283.0,2520.0,15.75,9.299,0.99,27.929,26.22,47.5,0.0,-14.25,,,,
225,60.0,2351.0,900.0,17.25,8.454,0.98,27.358,26.1,50.0,0.0,0.0,,,,
226,60.0,2394.0,900.0,18.75,8.333,0.19,26.304,26.27,50.0,0.0,0.0,,,,
226,60.0,2459.0,900.0,20.25,7.942,0.2,25.171,24.63,52.5,0.0,0.0,,,,
227,60.0,2533.0,900.0,23.25,6.938,0.21,21.999,19.82,53.8,0.0,0.0,,,,
227,60.0,2562.0,900.0,33.75,2.47,0.16,0.0,10.21,53.8,0.0,0.0,,,,
227,60.0,2523.0,900.0,34.5,2.637,0.18,0.0,8.98,53.8,0.0,0.0,,,,
228,60.0,2548.0,900.0,36.0,2.541,0.19,0.0,8.08,53.8,0.0,0.0,,,,
228,60.0,2529.0,900.0,36.75,2.214,0.88,0.0,7.1,52.5,0.0,0.0,,,,
229,60.0,2482.0,900.0,37.5,1.843,0.87,0.0,5.1,52.5,0.0,0.0,,,,
229,60.0,2444.0,900.0,5.25,1.779,0.87,0.0,5.15,51.3,0.0,0.0,,,,
229,60.0,2407.0,2500.0,-13.5,0.0,0.11,0.0,5.15,51.3,0.0,-22.5,,,,
230,60.75,2335.0,900.0,-14.25,0.0,0.13,0.0,5.03,50.0,0.0,0.0,,,,
230,60.75,2216.0,2500.0,-14.25,0.0,0.12,0.0,4.66,46.3,0.0,-7.5,,,,
231,60.75,2078.0,900.0,-14.25,0.0,0.12,0.0,4.17,43.8,0.0,0.0,,,,
231,60.75,1941.0,900.0,-12.75,0.0,0.12,0.0,3.93,41.3,0.0,0.0,,,,
231,60.75,1834.0,900.0,-12.0,0.0,0.12,0.0,3.93,38.8,0.0,0.0,,,,
232,60.75,1738.0,900.0,-12.75,0.0,0.12,0.0,3.93,36.3,0.0,0.0,,,,
232,60.75,1662.0,900.0,-14.25,0.0,0.12,0.0,3.93,35.0,0.0,0.0,,,,
233,60.75,1625.0,900.0,-14.25,0.0,0.12,0.0,3.93,33.8,0.0,0.0,,,,
233,60.75,1592.0,2520.0,-2.25,2.496,0.13,15.991,3.88,33.8,0.0,39.75,,,,
233,61.5,1580.0,900.0,6.75,6.298,0.96,23.867,12.77,32.5,0.0,0.0,,,,
234,61.5,1602.0,900.0,9.0,12.365,1.0,26.632,33.03,33.8,0.0,0.0,,,,
234,61.5,1674.0,900.0,12.75,10.08,0.25,26.554,27.0,35.0,0.0,0.0,,,,
235,61.5,1755.0,900.0,17.25,9.318,0.31,24.678,22.02,36.3,0.0,0.0,,,,
235,61.5,1828.0,900.0,18.0,9.171,0.2,24.523,21.7,38.8,0.0,0.0,,,,
235,61.5,1902.0,900.0,18.75,9.005,0.86,23.709,20.68,40.0,0.0,0.0,,,,
236,61.5,1964.0,900.0,22.5,6.483,0.97,18.836,14.65,41.3,0.0,0.0,,,,
236,61.5,1992.0,900.0,14.25,3.411,0.94,0.0,7.96,42.5,0.0,0.0,,,,
237,61.5,1979.0,2000.0,32.25,2.464,0.11,67.695,371.88,42.5,0.0,93.75,,,,
237,61.5,1976.0,900.0,12.0,2.349,0.2,0.0,6.45,41.3,0.0,0.0,,,,
237,61.5,1976.0,900.0,34.5,2.022,0.19,0.0,5.35,41.3,0.0,0.0,,,,
238,62.25,1951.0,900.0,34.5,2.029,0.18,0.0,5.15,41.3,0.0,0.0,,,,
238,62.25,1919.0,2510.0,20.25,1.824,0.18,0.0,3.93,40.0,0.0,13.5,,,,
238,62.25,1876.0,900.0,5.25,1.626,0.15,0.0,4.0,40.0,0.0,0.0,,,,
239,62.25,1832.0,900.0,-12.0,0.0,0.15,0.0,3.93,38.8,0.0,0.0,,,,
239,62.25,1790.0,900.0,-12.0,0.0,0.13,0.0,3.93,37.5,0.0,0.0,,,,
240,62.25,1742.0,900.0,-13.5,0.0,0.12,0.0,4.0,36.3,0.0,0.0,,,,
240,62.25,1668.0,900.0,-14.25,0.0,0.12,0.0,4.05,35.0,0.0,0.0,,,,
240,62.25,1429.0,900.0,-15.0,0.0,0.12,0.0,4.05,32.5,1.0,0.0,,,,
241,62.25,1136.0,900.0,3.75,4.256,0.12,0.0,4.79,31.3,1.0,0.0,,,,
241,62.25,1143.0,900.0,0.0,3.494,0.93,0.0,4.74,28.8,0.0,0.0,,,,
242,62.25,1088.0,900.0,0.75,3.386,0.94,0.0,3.88,27.5,0.0,0.0,,,,
244,63.0,1321.0,900.0,33.75,2.829,0.18,6.163,9.42,22.5,1.0,0.0,,,,
245,63.0,1730.0,900.0,30.75,3.744,0.94,7.874,8.69,22.5,1.0,0.0,,,,
245,63.0,1683.0,900.0,29.25,4.205,0.82,7.788,8.2,22.5,1.0,0.0,,,,
245,63.0,1713.0,900.0,29.25,4.576,0.87,11.124,10.4,22.5,1.0,0.0,,,,
246,63.0,1760.0,900.0,29.25,4.403,0.19,11.124,9.79,23.8,1.0,0.0,,,,
248,63.75,2405.0,900.0,24.0,6.79,0.28,22.249,19.17,32.5,0.0,0.0,,,,
249,63.75,2548.0,900.0,24.0,7.29,0.18,22.249,21.09,33.8,0.0,0.0,,,,
249,63.75,2840.0,900.0,24.0,8.256,0.17,22.405,23.78,38.8,0.0,0.0,,,,
250,63.75,2966.0,900.0,23.25,8.781,0.39,22.405,24.15,40.0,0.0,0.0,,,,
250,63.75,3173.0,900.0,23.25,8.09,0.91,22.405,23.36,42.5,0.0,0.0,,,,
251,63.75,3322.0,900.0,23.25,7.475,0.81,22.405,23.17,45.0,0.0,0.0,,,,
251,63.75,3433.0,900.0,12.0,4.269,0.93,0.0,13.75,47.5,0.0,0.0,,,,
251,63.75,3186.0,900.0,39.0,1.466,0.19,0.0,6.93,47.5,1.0,0.0,,,,
252,63.75,2763.0,900.0,39.0,1.453,0.15,0.0,6.54,46.3,1.0,0.0,,,,
252,63.75,2240.0,900.0,4.5,5.754,0.86,14.211,13.18,46.3,1.0,0.0,,,,
253,64.5,2247.0,900.0,23.25,7.456,0.98,20.867,16.89,47.5,1.0,0.0,,,,
253,64.5,2312.0,900.0,17.25,8.934,0.89,25.983,25.73,48.8,0.0,0.0,,,,
253,64.5,2390.0,900.0,19.5,8.294,0.2,25.983,25.0,50.0,0.0,0.0,,,,
254,64.5,2461.0,900.0,20.25,8.442,0.21,25.983,25.73,51.3,0.0,0.0,,,,
254,64.5,2516.0,2520.0,21.0,8.608,0.11,14.569,1046.88,52.5,0.0,78.0,,,,
255,64.5,2599.0,900.0,21.0,8.896,0.19,25.983,27.54,55.0,0.0,0.0,,,,
255,64.5,2674.0,900.0,21.75,8.806,0.2,24.117,25.98,56.3,0.0,0.0,,,,
255,64.5,2710.0,900.0,32.25,3.072,0.93,0.0,10.69,57.5,0.0,0.0,,,,
256,64.5,2715.0,900.0,23.25,2.56,0.17,2.593,9.55,57.5,0.0,0.0,,,,
256,64.5,2748.0,900.0,29.25,7.424,0.22,17.539,18.9,57.5,0.0,0.0,,,,
257,64.5,2783.0,900.0,27.0,7.104,0.88,17.702,18.97,58.8,0.0,0.0,,,,
257,64.5,2829.0,900.0,27.0,6.803,0.4,17.374,18.55,60.0,0.0,0.0,,,,
257,64.5,2876.0,900.0,27.0,6.906,0.22,17.374,18.97,61.3,0.0,0.0,,,,
258,64.5,2922.0,900.0,28.5,4.838,0.24,0.0,13.06,61.3,0.0,0.0,,,,
258,65.25,2932.0,900.0,35.25,3.053,0.18,0.0,10.4,61.3,0.0,0.0,,,,
