LogEntrySeconds,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Желаемые обороты холостого хода ( об/мин),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Напряжение датчика кислорода 1 ( В),Напряжение датчика кислорода 2 ( В),Положение дроссельной заслонки ( %),Величина отскока УОЗ при детонации ( °ПКВ)
742,14.1,73.5,1870.0,900.0,-12.75,0.0,0.12,0.23,3.81,0.0
743,14.1,73.5,1784.0,900.0,-12.0,0.0,0.11,0.23,3.88,0.0
743,14.1,73.5,1729.0,900.0,-13.5,0.0,0.12,0.23,3.88,0.0
743,14.0,74.25,1628.0,900.0,-14.25,0.0,0.12,0.23,3.88,0.0
744,14.1,74.25,1538.0,900.0,-15.0,0.0,0.12,0.23,3.88,0.0
744,13.5,74.25,1158.0,900.0,21.0,3.603,0.12,0.23,7.71,0.0
745,13.8,74.25,1158.0,900.0,0.0,3.168,0.17,0.25,4.17,0.0
745,14.0,74.25,1082.0,900.0,1.5,3.43,0.92,1.0,4.74,0.0
745,14.1,74.25,1043.0,900.0,-1.5,3.418,0.94,1.08,4.13,0.0
746,14.1,74.25,1062.0,900.0,30.75,3.334,0.94,1.09,7.47,0.0
746,14.1,74.25,1483.0,900.0,-1.5,15.629,0.56,1.03,44.21,0.0
746,14.1,74.25,3154.0,900.0,6.0,1.85,0.95,1.08,2.95,0.0
747,14.1,74.25,2800.0,2500.0,39.75,1.517,0.14,0.25,6.54,66.75
747,14.1,74.25,2427.0,900.0,-12.0,2.291,0.16,0.25,5.35,0.0
748,14.1,74.25,1990.0,900.0,12.0,1.952,0.95,0.89,4.13,0.0
748,14.1,74.25,1667.0,900.0,27.0,2.874,0.87,1.08,6.25,0.0
748,14.1,74.25,1658.0,900.0,33.0,2.637,0.92,1.07,5.35,0.0
749,14.1,74.25,1678.0,900.0,33.0,2.47,0.9,1.06,5.4,0.0
749,14.1,74.25,1667.0,900.0,33.0,2.49,0.43,0.98,5.47,0.0
750,14.1,74.25,1675.0,900.0,32.25,3.13,0.21,0.42,7.52,0.0
750,14.1,74.25,1739.0,900.0,30.75,3.328,0.21,0.3,7.52,0.0
750,14.1,74.25,1826.0,900.0,32.25,3.219,0.23,0.33,7.64,0.0
751,14.1,74.25,1915.0,900.0,32.25,3.206,0.9,0.94,7.64,0.0
751,14.1,75.0,1983.0,900.0,32.25,3.04,0.92,1.05,7.1,0.0
752,14.1,75.0,2021.0,900.0,21.75,2.586,0.93,1.06,6.08,0.0
752,14.1,75.0,2023.0,900.0,30.75,2.182,0.92,1.07,5.27,0.0
752,14.1,75.0,1992.0,900.0,35.25,1.952,0.89,1.06,4.91,0.0
753,14.1,75.0,1918.0,900.0,36.0,1.728,0.2,0.65,4.37,0.0
753,14.1,75.0,1856.0,900.0,15.0,1.478,0.16,0.25,4.05,0.0
754,14.0,75.0,1766.0,900.0,22.5,1.594,0.14,0.23,4.0,0.0
754,14.1,75.0,1630.0,900.0,3.0,1.856,0.15,0.23,3.64,0.0
754,14.1,75.0,1477.0,900.0,-4.5,1.946,0.16,0.24,3.69,0.0
755,14.0,75.0,1327.0,900.0,-15.0,0.0,0.16,0.24,3.56,0.0
755,13.6,75.0,1108.0,900.0,20.25,3.757,0.14,0.23,4.25,0.0
756,14.0,75.0,1084.0,900.0,0.0,3.251,0.94,0.97,4.13,0.0
756,14.1,75.0,1017.0,900.0,0.75,3.315,0.94,1.05,4.0,0.0
756,14.1,75.0,971.0,900.0,1.5,3.245,0.94,1.06,3.76,0.0
757,14.1,75.0,951.0,900.0,2.25,3.187,0.93,1.05,3.64,0.0
757,14.1,75.0,934.0,900.0,4.5,3.104,0.91,1.04,3.64,0.0
758,14.1,75.0,922.0,900.0,4.5,3.091,0.89,1.02,3.56,0.0
758,14.1,75.0,977.0,10.0,3.0,5.344,0.83,0.99,7.06,42.0
758,14.1,75.0,1157.0,1480.0,6.75,5.242,0.7,0.98,9.67,0.0
759,14.1,75.0,1167.0,1460.0,0.75,6.176,0.84,0.84,10.74,0.0
759,14.1,75.0,1237.0,1440.0,0.0,6.522,0.76,0.88,11.96,0.0
760,14.1,75.0,1240.0,1440.0,-1.5,7.072,0.8,0.9,14.7,0.0
760,14.1,75.0,1215.0,1440.0,-6.75,8.467,0.36,0.56,20.12,0.0
760,14.1,75.0,1247.0,1410.0,-3.75,7.693,0.21,0.77,17.82,0.0
761,14.1,75.0,1267.0,1350.0,-3.75,7.437,0.26,0.59,15.67,0.0
761,14.1,75.0,1371.0,1350.0,0.75,6.029,0.22,0.47,11.25,0.0
762,14.1,75.75,1478.0,1050.0,7.5,3.379,0.18,0.24,6.79,0.0
762,14.1,75.75,1544.0,900.0,31.5,2.534,0.17,0.23,5.22,0.0
764,14.1,75.75,1106.0,900.0,10.5,3.808,0.26,0.29,6.08,0.0
765,14.1,75.75,1300.0,900.0,10.5,3.277,0.88,0.95,5.76,0.0
765,14.1,75.75,1226.0,900.0,12.75,2.867,0.19,0.54,4.86,0.0
766,14.1,75.75,1281.0,900.0,14.25,2.835,0.19,0.24,4.91,0.0
766,14.1,75.75,1292.0,900.0,11.25,3.098,0.19,0.25,4.98,0.0
766,14.1,75.75,1290.0,900.0,12.75,3.008,0.78,0.8,4.98,0.0
767,14.1,75.75,1298.0,900.0,16.5,2.899,0.31,0.6,5.03,0.0
767,14.1,75.75,1354.0,900.0,14.25,2.893,0.64,0.33,5.1,0.0
768,14.0,75.75,1343.0,900.0,10.5,2.931,0.2,0.86,5.03,0.0
768,14.1,75.75,1349.0,900.0,10.5,2.714,0.82,0.74,5.03,0.0
768,14.0,75.75,1286.0,900.0,-4.5,3.091,0.17,0.26,4.86,0.0
769,14.0,76.5,1198.0,900.0,6.0,2.778,0.2,0.25,4.49,0.0
769,14.1,76.5,1205.0,900.0,14.25,2.886,0.19,0.24,4.91,0.0
770,14.1,76.5,1178.0,900.0,15.0,3.328,0.22,0.29,5.27,0.0
770,14.1,76.5,1223.0,900.0,10.5,3.366,0.78,0.87,5.35,0.0
770,14.1,76.5,1265.0,900.0,10.5,3.277,0.78,0.89,5.27,0.0
771,14.1,76.5,1302.0,900.0,11.25,3.226,0.81,0.88,5.27,0.0
771,14.1,76.5,1333.0,900.0,11.25,3.194,0.78,0.87,5.35,0.0
772,14.1,76.5,1368.0,900.0,12.0,3.053,0.85,0.93,5.27,0.0
772,14.1,76.5,1382.0,900.0,13.5,3.034,0.21,0.81,5.35,0.0
772,14.1,76.5,1402.0,900.0,15.75,3.085,0.65,0.52,5.35,0.0
773,14.1,76.5,1435.0,900.0,18.75,2.874,0.81,0.89,5.35,0.0
773,14.1,76.5,1471.0,900.0,16.5,3.117,0.21,0.28,5.93,0.0
774,14.1,76.5,1493.0,900.0,11.25,3.104,0.84,0.83,5.88,0.0
774,14.1,76.5,1528.0,900.0,13.5,3.136,0.22,0.31,5.88,0.0
774,14.1,76.5,1567.0,900.0,13.5,3.053,0.86,0.87,5.93,0.0
775,14.1,76.5,1601.0,900.0,12.75,2.957,0.78,0.89,5.88,0.0
775,14.1,76.5,1611.0,900.0,10.5,2.88,0.22,0.7,5.57,0.0
776,14.1,76.5,1597.0,900.0,9.75,2.688,0.84,0.85,5.22,0.0
776,14.1,77.25,1550.0,900.0,7.5,2.598,0.3,0.87,5.03,0.0
776,14.1,77.25,1503.0,900.0,1.5,2.554,0.21,0.24,4.66,0.0
777,14.1,77.25,1453.0,900.0,17.25,2.675,0.25,0.6,5.03,0.0
777,14.1,77.25,1483.0,2520.0,15.0,3.501,0.21,0.46,6.93,-52.5
778,14.1,77.25,1496.0,1920.0,8.25,3.386,0.04,1.07,171.88,-3.0
778,14.1,77.25,1494.0,900.0,10.5,3.322,0.76,0.87,6.37,0.0
778,14.1,77.25,1555.0,900.0,12.75,3.354,0.3,0.26,6.45,0.0
779,14.1,77.25,1612.0,900.0,13.5,3.2,0.82,0.85,6.54,0.0
781,14.1,77.25,1940.0,900.0,32.25,2.918,0.83,0.87,6.62,0.0
782,14.1,77.25,1971.0,2500.0,33.75,2.374,0.89,0.94,5.27,-57.75
782,14.1,77.25,1990.0,900.0,27.0,2.208,0.85,0.92,5.22,0.0
782,14.1,78.0,1957.0,900.0,31.5,2.035,0.77,0.89,4.91,0.0
783,14.1,78.0,1907.0,900.0,12.0,2.003,0.16,0.19,4.42,0.0
783,14.1,78.0,1834.0,900.0,36.75,1.67,0.17,0.21,4.0,0.0
784,14.1,78.0,1796.0,900.0,36.75,1.773,0.16,0.19,4.79,0.0
784,14.1,78.0,1677.0,900.0,11.25,2.323,0.18,0.19,5.15,0.0
784,14.1,78.0,1728.0,900.0,32.25,3.04,0.21,0.23,7.3,0.0
785,14.1,78.0,1728.0,900.0,13.5,3.142,0.92,0.89,6.98,0.0
785,14.1,78.0,1767.0,900.0,32.25,3.027,0.2,0.28,6.37,0.0
786,14.1,78.0,1844.0,900.0,33.0,3.072,0.34,0.78,6.74,0.0
786,14.1,78.0,1905.0,900.0,21.0,2.707,0.91,0.93,5.93,0.0
786,14.1,78.0,1953.0,900.0,33.75,2.349,0.89,0.95,5.35,0.0
787,14.1,78.0,1950.0,900.0,24.0,2.189,0.81,0.93,5.1,0.0
787,14.1,78.0,1912.0,900.0,35.25,1.958,0.42,0.9,4.79,0.0
788,14.1,78.0,1867.0,900.0,24.75,1.875,0.17,0.19,4.13,0.0
788,14.1,78.0,1779.0,2520.0,21.75,1.811,0.17,0.2,4.13,-54.75
788,14.1,78.0,1750.0,900.0,35.25,2.106,0.17,0.19,5.1,0.0
789,14.1,78.75,1702.0,900.0,20.25,2.893,0.2,0.21,4.98,0.0
789,14.1,78.75,1760.0,900.0,32.25,3.034,0.83,0.87,6.69,0.0
790,14.1,78.75,1826.0,900.0,21.0,2.938,0.22,0.25,6.45,0.0
790,14.1,78.75,1868.0,900.0,27.75,2.541,0.82,0.88,5.57,0.0
790,14.1,78.75,1887.0,900.0,34.5,2.33,0.21,0.81,5.35,0.0
791,14.1,78.75,1893.0,900.0,35.25,2.208,0.87,0.87,5.03,0.0
791,14.1,78.75,1857.0,900.0,36.0,1.984,0.28,0.87,4.74,0.0
792,14.1,78.75,1849.0,900.0,36.75,1.843,0.2,0.21,4.05,0.0
792,14.1,78.75,1754.0,900.0,15.0,1.901,0.17,0.19,3.93,0.0
792,14.1,78.75,1629.0,900.0,-1.5,2.15,0.19,0.2,3.88,0.0
793,14.1,78.75,1575.0,900.0,-1.5,2.259,0.22,0.25,3.76,0.0
793,14.1,78.75,1446.0,900.0,-8.25,2.253,0.93,0.96,3.69,0.0
794,14.1,78.75,1303.0,900.0,-15.0,2.464,0.21,0.71,3.56,0.0
794,14.1,78.75,1176.0,900.0,12.0,2.598,0.88,0.78,4.54,0.0
794,14.1,79.5,1138.0,900.0,18.0,3.059,0.89,0.94,4.79,0.0
795,14.1,79.5,1163.0,900.0,30.0,3.181,0.89,0.95,6.08,0.0
795,14.1,79.5,1211.0,900.0,9.0,3.693,0.25,0.73,5.93,0.0
796,14.1,79.5,1260.0,900.0,8.25,3.558,0.85,0.84,5.64,0.0
796,14.1,79.5,1307.0,900.0,12.0,3.264,0.82,0.88,5.59,0.0
796,14.1,79.5,1358.0,900.0,15.0,3.213,0.21,0.24,5.59,0.0
797,14.1,79.5,1417.0,900.0,20.25,3.072,0.79,0.72,5.71,0.0
797,14.1,79.5,1481.0,900.0,17.25,3.123,0.22,0.82,6.37,0.0
798,14.1,79.5,1538.0,900.0,14.25,3.366,0.21,0.22,6.62,0.0
798,14.1,79.5,1596.0,900.0,12.0,3.386,0.83,0.85,6.79,0.0
798,14.1,79.5,1632.0,900.0,12.0,3.213,0.84,0.89,6.79,0.0
799,14.1,79.5,1695.0,900.0,15.0,3.149,0.21,0.22,7.23,0.0
799,14.1,79.5,1689.0,2520.0,12.0,3.341,0.04,0.97,284.38,-54.0
800,14.1,79.5,1737.0,900.0,13.5,3.386,0.19,0.21,7.52,0.0
800,14.1,80.25,1799.0,900.0,17.25,3.347,0.2,0.22,7.96,0.0
800,14.1,80.25,1895.0,900.0,32.25,3.168,0.85,0.57,7.47,0.0
801,14.1,80.25,1986.0,900.0,33.0,3.078,0.85,0.87,7.15,0.0
801,14.1,80.25,2049.0,900.0,33.0,2.982,0.88,0.94,7.1,0.0
802,14.1,80.25,2099.0,900.0,33.0,2.79,0.9,0.96,6.86,0.0
802,14.1,80.25,2138.0,900.0,33.75,2.522,0.91,0.97,6.08,0.0
802,14.1,80.25,2145.0,900.0,34.5,2.112,0.86,0.95,5.35,0.0
803,14.1,80.25,2084.0,900.0,26.25,1.888,0.81,0.92,4.86,0.0
803,14.1,80.25,2066.0,900.0,36.0,1.907,0.17,0.18,4.91,0.0
806,14.1,80.25,1791.0,2000.0,12.0,2.054,0.16,0.27,5.1,93.75
806,14.1,81.0,1870.0,900.0,36.0,1.875,0.21,0.2,5.1,0.0
806,14.1,81.0,1843.0,900.0,26.25,2.093,0.18,0.2,4.79,0.0
807,14.1,81.0,1704.0,900.0,24.0,2.029,0.18,0.21,3.93,0.0
807,14.1,81.0,1736.0,900.0,36.0,1.971,0.73,0.22,4.86,0.0
810,14.1,81.0,1505.0,900.0,7.5,3.475,0.86,0.89,6.08,0.0
810,14.1,81.0,1534.0,900.0,11.25,2.963,0.81,0.89,5.27,0.0
810,14.1,81.0,1542.0,900.0,12.75,2.701,0.72,0.85,5.22,0.0
811,14.1,81.0,1551.0,900.0,12.75,2.733,0.24,0.24,5.22,0.0
811,14.1,81.0,1552.0,900.0,13.5,2.643,0.79,0.84,5.22,0.0
812,14.1,81.0,1562.0,2520.0,17.25,2.714,0.21,0.23,5.27,-52.5
812,14.1,81.0,1594.0,900.0,15.75,3.27,0.22,0.73,6.93,0.0
812,14.1,81.0,1633.0,900.0,11.25,3.283,0.84,0.85,6.79,0.0
813,14.1,81.0,1674.0,900.0,11.25,3.251,0.2,0.27,6.2,0.0
813,14.1,81.0,1706.0,900.0,15.0,2.995,0.22,0.27,6.45,0.0
814,14.1,81.0,1736.0,2520.0,16.5,3.066,0.21,0.22,6.74,-54.0
814,14.1,81.0,1774.0,900.0,16.5,3.155,0.24,0.27,7.1,0.0
814,14.1,81.75,1823.0,2520.0,15.75,3.29,0.62,0.48,7.3,-55.5
815,14.1,81.75,1879.0,900.0,20.25,2.982,0.81,0.86,6.74,0.0
815,14.1,81.75,1899.0,900.0,21.0,2.624,0.67,0.85,5.93,0.0
816,14.1,81.75,1915.0,900.0,34.5,2.266,0.82,0.89,5.27,0.0
816,14.1,81.75,1910.0,900.0,24.75,2.163,0.79,0.86,5.1,0.0
817,14.1,81.75,1843.0,900.0,14.25,1.901,0.44,0.87,4.74,0.0
817,14.1,81.75,1817.0,900.0,36.75,1.709,0.19,0.18,4.0,0.0
818,14.1,81.75,1710.0,900.0,9.0,1.939,0.19,0.2,3.81,0.0
818,14.1,81.75,1538.0,2520.0,-6.0,2.195,0.18,0.2,3.64,-52.5
818,14.1,81.75,1349.0,900.0,-15.0,0.0,0.16,0.2,3.69,0.0
819,13.8,81.75,1145.0,2540.0,0.0,3.136,0.04,0.28,4.17,47.25
819,13.9,81.75,1059.0,900.0,2.25,3.232,0.93,0.91,4.13,0.0
820,14.0,81.75,993.0,900.0,0.0,3.322,0.94,0.98,3.93,0.0
820,14.1,81.75,958.0,900.0,-1.5,3.226,0.94,0.99,3.56,0.0
821,14.1,81.75,944.0,2550.0,2.25,3.078,0.93,0.98,3.44,-64.5
821,13.9,81.75,923.0,900.0,6.0,3.091,0.91,0.97,3.52,0.0
821,14.1,81.75,914.0,900.0,4.5,3.04,0.9,0.96,3.52,0.0
822,14.1,81.75,905.0,1200.0,5.25,4.211,0.84,0.95,7.3,0.0
822,14.1,81.75,1197.0,20.0,1.5,6.048,0.04,0.62,10.45,-74.25
823,14.1,81.75,1506.0,1210.0,7.5,3.181,0.78,0.93,3.15,0.0
823,13.6,81.75,1240.0,900.0,17.25,2.458,0.16,0.18,3.88,0.0
823,13.7,81.75,1136.0,900.0,16.5,2.509,0.15,0.17,3.88,0.0
824,14.0,81.75,1069.0,900.0,11.25,2.733,0.17,0.18,3.93,0.0
824,14.0,81.75,989.0,900.0,9.75,2.982,0.2,0.2,4.0,0.0
825,14.1,81.75,952.0,900.0,2.25,3.302,0.31,0.25,4.0,0.0
825,14.1,81.75,933.0,900.0,1.5,3.315,0.87,0.88,3.93,0.0
826,14.0,81.75,921.0,900.0,3.0,3.341,0.85,0.92,3.93,0.0
826,13.8,81.75,913.0,900.0,0.75,3.27,0.82,0.88,3.93,0.0
827,13.7,81.75,901.0,1000.0,3.75,3.622,0.23,0.84,7.71,0.0
827,13.7,81.75,928.0,1400.0,-3.75,7.258,0.2,0.21,10.74,0.0
827,13.8,81.75,1241.0,1500.0,-5.25,6.784,0.92,0.94,11.6,0.0
828,13.8,82.5,1320.0,900.0,6.0,2.253,0.17,0.18,3.88,0.0
829,13.8,82.5,1109.0,1000.0,12.0,2.509,0.16,0.18,3.88,0.0
831,13.6,82.5,956.0,900.0,3.75,3.706,0.83,0.66,4.17,0.0
832,13.8,82.5,975.0,900.0,0.75,3.283,0.89,0.92,3.93,0.0
832,13.7,82.5,940.0,900.0,8.25,3.162,0.76,0.88,3.93,0.0
833,13.5,82.5,925.0,900.0,6.0,3.411,0.21,0.48,3.93,0.0
833,13.7,82.5,914.0,900.0,8.25,3.437,0.65,0.34,3.93,0.0
833,13.3,82.5,909.0,900.0,2.25,3.424,0.86,0.88,4.0,0.0
834,13.4,82.5,893.0,900.0,3.75,3.392,0.26,0.81,4.0,0.0
836,13.7,83.25,930.0,1100.0,18.75,4.486,0.22,0.21,9.42,0.0
837,13.8,83.25,1020.0,40.0,-5.25,7.59,0.04,0.46,12.33,63.75
837,13.8,83.25,1651.0,1500.0,18.0,4.154,0.91,0.97,9.35,0.0
838,13.8,83.25,2007.0,1500.0,17.25,3.782,0.87,0.71,8.86,0.0
838,13.8,83.25,1807.0,1100.0,32.25,2.093,0.17,0.26,4.74,0.0
840,14.0,83.25,1142.0,900.0,-3.0,3.43,0.95,0.91,4.79,0.0
841,14.0,83.25,1328.0,1300.0,7.5,6.822,0.91,0.97,11.96,0.0
841,14.1,83.25,2072.0,1500.0,6.75,5.024,0.94,0.98,10.45,0.0
842,14.0,83.25,1853.0,2540.0,30.75,3.469,0.85,0.97,7.71,21.75
842,13.8,83.25,1360.0,1330.0,12.0,3.014,0.19,0.2,7.23,0.0
843,14.0,83.25,1169.0,930.0,-0.75,3.475,0.83,0.64,4.79,0.0
845,13.8,84.0,1171.0,900.0,8.25,2.854,0.17,0.18,4.79,0.0
848,14.1,84.0,916.0,900.0,3.75,3.232,0.23,0.81,3.93,0.0
848,14.1,84.0,919.0,800.0,0.0,3.251,0.25,0.81,3.81,0.0
848,14.1,84.0,900.0,800.0,-2.25,3.04,0.26,0.28,3.32,0.0
849,14.1,84.0,867.0,800.0,9.0,2.88,0.22,0.53,3.32,0.0
849,14.1,84.0,855.0,800.0,4.5,2.95,0.2,0.23,3.32,0.0
850,14.1,84.0,848.0,800.0,2.25,2.97,0.19,0.2,3.32,0.0
850,14.1,84.75,842.0,800.0,4.5,3.027,0.2,0.21,3.39,0.0
850,14.1,84.75,841.0,800.0,3.75,3.142,0.2,0.22,3.39,0.0
851,14.1,84.75,835.0,800.0,6.75,3.11,0.22,0.22,3.39,0.0
851,14.1,84.75,830.0,800.0,5.25,3.066,0.46,0.79,3.39,0.0
854,14.1,84.75,822.0,800.0,-2.25,3.219,0.8,0.81,3.39,0.0
854,14.1,84.75,816.0,800.0,1.5,3.155,0.79,0.87,3.39,0.0
855,14.1,84.75,809.0,800.0,6.75,3.258,0.22,0.24,3.32,0.0
855,14.1,84.75,815.0,800.0,1.5,3.251,0.24,0.24,3.32,0.0
855,14.1,84.75,816.0,800.0,0.75,3.123,0.79,0.85,3.27,0.0
858,14.1,85.5,818.0,800.0,3.75,3.066,0.21,0.23,3.08,0.0
858,14.0,85.5,820.0,800.0,7.5,2.982,0.77,0.8,3.08,0.0
859,14.0,85.5,803.0,800.0,8.25,2.938,0.23,0.84,3.15,0.0
859,14.1,85.5,814.0,800.0,2.25,3.123,0.19,0.23,3.08,0.0
859,14.0,85.5,814.0,800.0,0.75,3.053,0.78,0.73,3.08,0.0
860,14.0,85.5,807.0,800.0,7.5,2.963,0.27,0.83,3.15,0.0
860,14.0,85.5,809.0,800.0,3.0,3.104,0.48,0.84,3.15,0.0
861,14.1,85.5,819.0,800.0,2.25,3.066,0.79,0.81,3.08,0.0
861,14.1,85.5,815.0,800.0,7.5,3.027,0.85,0.89,3.08,0.0
862,14.0,85.5,811.0,800.0,3.75,3.002,0.58,0.86,3.08,0.0
862,14.1,85.5,812.0,800.0,0.0,3.04,0.75,0.75,3.08,0.0
863,14.1,85.5,810.0,800.0,6.0,2.989,0.84,0.88,3.08,0.0
863,14.1,85.5,807.0,800.0,4.5,2.944,0.56,0.87,3.08,0.0
864,14.0,86.25,808.0,800.0,-3.0,3.187,0.2,0.24,2.91,0.0
864,14.1,86.25,810.0,800.0,6.75,2.906,0.86,0.87,2.91,0.0
865,14.0,86.25,807.0,800.0,6.75,2.848,0.83,0.88,2.91,0.0
865,14.0,86.25,804.0,800.0,9.75,2.918,0.21,0.65,2.95,0.0
866,14.0,86.25,809.0,800.0,9.0,2.95,0.21,0.23,2.95,0.0
866,14.1,86.25,812.0,800.0,7.5,2.95,0.47,0.78,2.95,0.0
866,14.0,86.25,804.0,800.0,9.75,2.874,0.8,0.85,2.95,0.0
867,14.0,86.25,802.0,800.0,9.0,2.816,0.22,0.81,2.95,0.0
868,14.0,86.25,809.0,800.0,7.5,3.027,0.26,0.42,2.95,0.0
868,14.0,86.25,808.0,800.0,6.0,2.95,0.83,0.87,2.95,0.0
868,14.1,86.25,805.0,800.0,8.25,2.874,0.58,0.84,2.95,0.0
869,14.1,86.25,809.0,800.0,1.5,3.091,0.24,0.79,2.95,0.0
869,14.1,86.25,812.0,800.0,5.25,2.976,0.8,0.85,2.95,0.0
870,14.0,86.25,802.0,800.0,4.5,2.893,0.84,0.89,2.95,0.0
870,14.0,86.25,811.0,800.0,0.0,3.085,0.24,0.73,2.95,0.0
871,14.0,87.0,804.0,800.0,5.25,2.912,0.81,0.85,3.03,0.0
871,14.0,87.0,799.0,800.0,7.5,2.931,0.79,0.86,2.95,0.0
872,14.0,87.0,798.0,800.0,6.75,3.014,0.21,0.75,2.95,0.0
872,14.1,87.0,810.0,800.0,6.0,3.021,0.24,0.61,2.95,0.0
872,14.0,87.0,809.0,800.0,4.5,2.982,0.83,0.87,2.95,0.0
873,14.0,87.0,801.0,800.0,6.0,2.989,0.81,0.87,2.95,0.0
873,14.0,87.0,798.0,800.0,6.75,3.008,0.72,0.85,3.03,0.0
874,14.1,87.0,807.0,800.0,4.5,3.002,0.65,0.71,2.95,0.0
874,14.0,87.0,804.0,800.0,6.75,2.944,0.8,0.86,2.95,0.0
875,14.1,87.0,802.0,800.0,10.5,2.918,0.74,0.85,2.95,0.0
875,14.1,87.0,803.0,800.0,6.75,2.95,0.22,0.28,2.95,0.0
875,14.1,87.0,801.0,800.0,6.0,3.008,0.69,0.79,2.95,0.0
876,14.1,87.0,804.0,800.0,6.0,2.944,0.81,0.86,2.91,0.0
876,14.1,87.0,802.0,800.0,7.5,2.97,0.26,0.83,2.91,0.0
877,14.1,87.0,805.0,800.0,7.5,2.976,0.22,0.61,2.95,0.0
877,14.1,87.0,809.0,800.0,5.25,2.938,0.8,0.84,2.95,0.0
877,14.1,87.0,808.0,800.0,6.0,2.899,0.83,0.87,2.95,0.0
880,14.1,87.75,799.0,800.0,6.0,3.014,0.22,0.24,2.91,0.0
880,14.1,87.75,808.0,800.0,3.75,3.059,0.28,0.78,2.91,0.0
881,14.1,87.75,799.0,800.0,7.5,3.027,0.25,0.84,2.91,0.0
881,14.1,87.75,800.0,800.0,6.75,3.002,0.22,0.58,2.95,0.0
883,14.1,87.75,796.0,800.0,6.75,2.899,0.24,0.83,2.91,0.0
883,14.1,87.75,794.0,800.0,6.0,2.995,0.22,0.23,2.91,0.0
883,14.1,87.75,804.0,800.0,0.0,3.027,0.67,0.79,2.91,0.0
884,14.0,87.75,794.0,800.0,18.0,3.046,0.19,0.83,2.95,0.0
885,14.0,87.75,798.0,800.0,9.75,2.963,0.26,0.24,2.95,0.0
885,14.1,87.75,804.0,800.0,6.75,2.925,0.78,0.83,2.91,0.0
885,14.0,87.75,798.0,800.0,6.75,2.886,0.57,0.84,2.91,0.0
886,14.0,87.75,799.0,800.0,8.25,3.021,0.21,0.22,2.91,0.0
886,14.1,87.75,803.0,800.0,6.0,3.021,0.23,0.35,2.91,0.0
887,14.1,87.75,801.0,800.0,9.75,2.918,0.79,0.86,2.91,0.0
887,14.0,87.75,798.0,800.0,9.0,2.925,0.22,0.78,2.91,0.0
888,14.1,87.75,804.0,800.0,3.0,2.989,0.21,0.24,2.91,0.0
888,14.1,87.75,801.0,800.0,9.75,2.867,0.49,0.81,2.91,0.0
889,14.0,87.75,798.0,800.0,12.0,2.816,0.24,0.83,2.95,0.0
889,14.1,87.75,800.0,800.0,7.5,3.002,0.22,0.25,2.91,0.0
889,14.0,87.75,796.0,800.0,13.5,2.957,0.23,0.25,2.95,0.0
890,14.0,87.75,801.0,800.0,12.75,2.88,0.75,0.81,2.91,0.0
890,14.0,87.75,802.0,800.0,13.5,2.899,0.83,0.87,2.95,0.0
891,14.1,88.5,800.0,800.0,9.0,2.925,0.62,0.85,2.91,0.0
891,14.0,88.5,800.0,800.0,0.0,2.976,0.22,0.26,2.91,0.0
891,14.0,88.5,803.0,800.0,3.0,3.117,0.28,0.6,2.95,0.0
892,14.1,88.5,805.0,800.0,9.75,2.893,0.81,0.84,2.95,0.0
892,14.1,88.5,800.0,800.0,10.5,2.835,0.24,0.82,2.95,0.0
893,14.1,88.5,800.0,800.0,9.75,2.95,0.21,0.22,2.95,0.0
893,14.0,88.5,802.0,800.0,13.5,2.95,0.76,0.77,2.95,0.0
893,14.0,88.5,802.0,800.0,4.5,2.88,0.81,0.84,3.03,0.0
894,14.1,88.5,802.0,800.0,6.0,2.931,0.25,0.82,3.03,0.0
894,14.1,88.5,807.0,800.0,8.25,2.989,0.23,0.24,3.03,0.0
894,14.1,88.5,806.0,800.0,6.75,2.944,0.8,0.82,2.95,0.0
895,14.1,88.5,805.0,800.0,9.0,2.848,0.79,0.84,3.03,0.0
895,14.1,88.5,805.0,800.0,9.0,2.816,0.66,0.82,3.03,0.0
896,14.1,88.5,805.0,800.0,6.75,2.963,0.22,0.22,3.03,0.0
896,14.0,88.5,801.0,800.0,7.5,2.95,0.26,0.25,3.03,0.0
896,14.1,88.5,801.0,800.0,8.25,2.912,0.72,0.82,3.08,0.0
897,14.1,88.5,795.0,800.0,7.5,2.963,0.23,0.48,3.08,0.0
897,14.1,88.5,800.0,800.0,5.25,3.027,0.24,0.3,3.08,0.0
898,14.1,88.5,801.0,800.0,6.0,2.982,0.82,0.85,3.08,0.0
898,14.1,88.5,797.0,800.0,6.75,2.95,0.8,0.86,3.08,0.0
898,14.1,88.5,795.0,0.916,11.25,2.957,0.25,1.25,3.08,0.916
899,14.0,89.25,797.0,800.0,7.5,3.072,0.21,0.23,3.15,0.0
900,14.0,89.25,801.0,800.0,0.75,3.008,0.83,0.84,3.08,0.0
900,14.0,89.25,792.0,800.0,11.25,2.95,0.81,0.87,3.15,0.0
900,14.1,89.25,792.0,800.0,7.5,2.925,0.75,0.86,3.15,0.0
901,14.1,89.25,788.0,800.0,6.0,3.021,0.22,0.25,3.15,0.0
901,14.0,89.25,797.0,800.0,5.25,3.085,0.27,0.67,3.08,0.0
